Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have an institution-wide stated preference to purchase office paper that has ...,"A copy of the paper purchasing policy, directive or guidelines","The paper purchasing policy, directive or guidelines","A brief description of steps the institution has taken to ensure that the purchasing policy, ...",Does the institution wish to pursue Part 2 of this credit (expenditures on office paper)?,"Expenditures on office paper with the following levels of post-consumer recycled, agricultural ...","Expenditures on 10-29 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 30-49 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 50-69 percent post-consumer recycled, agricultural residue, and/or FSC certified ...",Expenditures on 70-89 percent post-consumer recycled and/or agricultural residue content and/or FSC ...,Expenditures on 90-100 percent post-consumer recycled and/or agricultural residue content and/or ...,Total expenditures on office paper ,"The website URL where information about the paper purchasing policy, directive, or guidelines is ...",Public Notes
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:58:03,cpshea@fac.unc.edu,2.0,Pursuing,True,,"The University's standard for all office paper purchases is a minimum of 30 percent post-consumer recycled content. North Carolina General Statute 143-58.3 encourages State institutions to spend at least 50 percent of the total purchases for paper in a fiscal year on paper with recycled content.

",UNC's online provider of office supplies defaults many paper orders to 30% recycled content. Purchasing Services monitors progress with quarterly performance reports.,True,**,31.0,311154.0,7104.0,193.0,20546.0,371583.0,http://www.ncga.state.nc.us/EnactedLegislation/Statutes/HTML/BySection/Chapter_143/GS_143-58.3.html,"Expenditures reported from our primary online paper provider only for FY15.
"
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:25,cgcarwei@uncg.edu,2.0,Pursuing,True,,"In support of and to remain compliant with the Governor’s Executive Order No. 8 and General Statute 143-58, it is the policy of the University to promote and, to the maximum extent feasible, purchase and use products with recycled content. The University’s goal is to acquire one hundred percent (100%) of its paper and paper products purchases with recycled content, effective June 30, 1997. Accordingly, Buy-Recycled purchases will occur where it is found economically practicable and cost effective to do so. ”Recycled content” products are those which incorporate waste materials and by-products that have been recovered or diverted from the solid waste stream, but does not include those materials and by-products generated from, and commonly reused within, an original manufacturing process. The purchase of recycled content products fosters the growth of the availability of this type product and the closure of the cost variance between recycled content and ‘virgin’ products. The following actions will continuously be taken to further foster this program and meet the program objectives:

- All campus departments are to purchase and use products manufactured from or containing recycled materials whenever feasible. In particular, recycled content paper and paper products should be used.

- Requirements’ specifications will be continuously reviewed and revised, as appropriate, to eliminate any discrimination against materials and supplies with recycled content, except where health, safety and welfare would be placed in jeopardy.

- Solicitation documents will be written so as to encourage vendors and contractors to offer products having recycled content and to propose prices for such products. Pricing obtained by the campus will similarly conform. Recycled product proposals will be considered in the evaluation for award, and, where the product is comparable in quality, availability and price,

- Where available, consideration will be given to products which are reusable, refillable, repairable, more durable, less toxic, and use minimal packaging. State term contracts will be used, as well, where recycled content products are listed.

- Public documents published for the University printed on recycled paper will contain a printed statement or symbol indicating that the document was printed on recycled paper.

- Purchases of recycled content paper and paper products are to be reported to the Purchasing Department to support State mandated annual reporting requirements.

- Announcements and correspondence will be made to emphasize the significance of the Buy-Recycled program, where and when appropriate.

The Purchasing Department will serve as the administrator and coordinator of this “Buy-Recycled” program.","Promotion and awareness via the Sustainability Office website, the Green Office Program, and other sustainability outreach efforts.  Environmentally preferred options, including those for paper, are identified on the university's online purchasing site as well.",True,**,5807.39,30144.59,4849.15,3993.18,11327.52,144625.34,http://purchasing.uncg.edu/purchasingpolicies.html,"Information received from Trace Little, Director of Purchasing and John Guffey, Spartan Printing.  These are the results of the information captured via UNCG's central purchasing points; purchases made by some individuals/departments cannot be captured through this system.  Therefore, these results should be viewed as a large, representative sample of UNCG paper purchases."
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:38,pohlmank@uncw.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Oregon,2016-03-23,2016-03-23 11:02:50,smital@uoregon.edu,2.0,Pursuing,True,,"	As stated in the paper policy, ""University Printing Services shall have the authority to specify the minimum recycled content standard in bid solicitations to accomplish the purpose of this policy. The default for all office equipment that uses paper, such as copiers, printers and fax machines, shall be set to reflect these specifications, and be in compliance with the State of Oregon policy guidelines. Every effort will be made to eliminate excessive or unnecessary paper use."" Furthermore, the institution has specified recycled content on all our outsource bids.","As stated in the paper policy, ""University Printing Services shall have the authority to specify the minimum recycled content standard in bid solicitations to accomplish the purpose of this policy. The default for all office equipment that uses paper, such as copiers, printers and fax machines, shall be set to reflect these specifications, and be in compliance with the State of Oregon policy guidelines. Every effort will be made to eliminate excessive or unnecessary paper use."" The University has established commodity codes for tracking paper purchases. Instituting a Fleet Copier Program, which will require that all devices be able to run 100% pcw paper. All devices are defaulted to duplex printing. All devices have energy star status. ",True,**,477.0,328117.0,29474.0,--,93439.0,669152.0,http://policies.uoregon.edu/policy/by/1/01-administration-and-governance/environmental-comprehensive-policy,--
University of Pittsburgh,2016-03-24,2016-03-24 12:59:48,lwzfm1@pitt.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/664/6/508/3793/sustainable%20purchasing%20-%20paper.pdf,"The University’s Purchasing Services Department strives to promote sustainability awareness to its faculty, staff and students through Environmentally Preferable Purchasing.  EPP is the procurement of goods and services that have a reduced impact on human health and the environment compared to competing products serving the same purpose. It is an essential part of our search for high quality products and services at competitive prices. A major contributor is the annual Sustainability and Diversity Show that showcases the sustainable efforts and products of key suppliers.

The university encourages departments to select from environmentally preferred options.  The PantherExpress website (http://cfo.pitt.edu/pexpress/index.php) provides tips and resources for departmental managers to guide them through the procurement process. Procurement of office paper is handled by the cost centers requiring the materials. Each division has the opportunity to review, test, and implement their own preference of products through the University's Approved Vendor listing. These vendors are instructed to recommend environmentally responsible products as part of their product listings. Additionally, as new products are developed, the vendors are instructed to raise awareness through continuing discussion and education.  ","Efforts to increase Sustainable Purchasing of green products at the University of Pittsburgh are ongoing. For office paper, overall spend has continued to decrease and has contributed to less printing overall as well as increased duplex or double-sided printing which fosters sustainable practices. However, the overall paper purchases within the sustainability solution (includes recycled and Forest Stewardship Council (FSC) Certified) accounted for 36% of total spend in FY15. 
Raising awareness on the sustainable aspects of using remanufactured toner/inkjet cartridges continues. The percentage of ink cartridges with recycled content increased from 9% in FY13 to 14% in FY14 to 24.3% in FY15. 
Another University supplier contributing to Sustainable Purchasing efforts is Workscape Furniture.  During fiscal year 2015, because the University purchased modular walls: 213 VOCs were saved - 4,655 lbs. of drywall was diverted from landfills and 75 tons of waste over the product life was diverted from landfills. Also, Steelcase Furniture products was a potential contribution to LEED projects. Contracted suppliers play a major role in supporting sustainable purchasing initiatives by also participating in the University’s annual Spring Supplier Show – Celebrating Diversity and Sustainability. Raising awareness campus-wide on sustainable purchasing practices continues to be a high priority at the University of Pittsburgh. 
",--,**,--,--,--,--,--,--,http://www.cfo.pitt.edu/pexpress/purchases/paper.php,"Updated data for FY15 was not available at the time of submission.  A brief extension was requested but not confirmed, so the submission was finalized without update.  If an extension is permitted, updated data will be submitted within the next few days.

See also:

http://cfo.pitt.edu/pExpress/purchases/Green_GeneralGuidelines.pdf
http://cfo.pitt.edu/pexpress/purchases/buyingGreen.php
http://www.cfo.pitt.edu/pexpress/purchases/paper.php
http://cfo.pitt.edu/pExpress/purchases/GreenCommitment.pdf
http://cfo.pitt.edu/pExpress/purchases/Green_CommoditySpec.php"
University of Richmond,2016-02-17,2016-02-17 15:17:42,randreje@richmond.edu,2.0,Pursuing,True,,"As part of the Green Office Program, departments are required to purchase paper with as least 30% of post consumer recycled content.

http://sustainability.richmond.edu/living/green-office/bronze.html
",The purchasing model for the university is de-centralized so we do not currently have a way to identify if those participating in the Green Office Program are actually purchasing recycled paper. ,--,**,--,--,--,--,--,--,--,We currently do not have a way to obtain this information. 
University of South Carolina,2016-02-29,2016-02-29 17:11:47,KOPPAN@mailbox.sc.edu,2.0,Pursuing,True,,"Office Supplies: The University currently utilizes the State Term contracts for office supplies. Their catalogs lists numerousitems identified as having recycled content material by the inclusion of the recycle ‘loop’ symbol.  The copy paper purchased through the state recycled paper contract has a 30% recycle content, which meets federal guidelines. ","All purchasing of paper at the University of South Carolina is done through a centralized purchasing office, that requires the product to meet certain levels of recycled content.  This also allows the purchaser to choose from FSC certified papers.",True,**,--,287227.73,--,--,--,287227.73,http://purchasing.sc.edu/si.shtml,--
University of South Florida,2016-02-26,2016-02-26 13:29:43,sustainability@usf.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/86/6/508/3793/USF%20Sustainable%20Purchasing%20Best%20Practices%20and%20Guidelines%20Final%200713-1.pdf,,"All office paper must be purchased from Office Depot and the purchase of office paper type is per the ordering departments needs.  Paper designated on our core list of items would encourage a department to use that product. Purchases are reviewed/audited by Purchasing/PCard staff to ensure adherence to any Purchasing policy.  The procure-to-pay requisition process requires Purchasing approval through FAST workflow.  PCard holders are required to know policy prior to receiving a PCard and expenditures are continuously audited.

Faculty, staff and students can help achieve the University’s waste reduction goals by practicing the three R’s: Reduce, Reuse, and Recycle. Priority should be given to reducing usage which will consequently reduce waste upstream.  By purchasing products made from recycled material waste can be reused or recycled. Examples are:
- Letterhead stationery, envelopes, and business cards made from recycled paper
- Office supplies
- Recycled toner cartridges",True,**,3338.0,7418.0,76.0,10.0,2676.0,328215.0,http://usfweb2.usf.edu/purchasing/sustainability.htm,--
University of South Florida St. Petersburg,2016-03-25,2016-03-25 23:00:19,davidv@mail.usf.edu,2.0,Pursuing,--,,,,True,**,--,1316.63,--,--,102.58,29430.96,--,--
University of Tennessee at Knoxville,2016-02-23,2016-02-23 11:20:29,prestonj@utk.edu,2.0,Pursuing,--,,,,True,**,--,17316.99,634.64,--,603.2,101336.01,--,--
University of Texas Rio Grande Valley,2016-01-25,2016-01-25 15:02:57,Marianella.Franklin@utrgv.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Texas at Arlington,2016-02-26,2016-02-26 12:36:33,mtare@uta.edu,2.0,Pursuing,True,,There is no paper purchasing policy,Purchasers/users are informed of University purchasing policies and thus submit requisitions that are in line with those policies. ,--,**,--,--,--,--,--,--,https://www.uta.edu/policy/procedure/4-2,The University is implementing a new financial system where this type of expenditure reporting will be more accessible. 
University of Texas at Austin,2016-03-21,2016-03-21 16:14:57,jim.walker@austin.utexas.edu,2.0,Pursuing,True,,"The commodity-specific recommendation for paper is at least 30% recycled content, and avoid products that are bleached or processed with chlorine or chlorine derivatives. ",The commodity-specific recommendations are published in the Chief Financial Officer's Handbook of Operating Procedures. ,True,**,--,198852.47,33989.96,--,8886.89,602501.91,http://www.utexas.edu/business/accounting/hbp/07_purch/purch12-3.html,--
University of Texas at Dallas,2016-02-29,2016-02-29 18:13:06,thea.junt@utdallas.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Toledo,2016-03-25,2016-03-25 15:21:59,neil.tabor@utoledo.edu,2.0,Pursuing,--,,"UT does not have a specific criteria for purchasing office paper with recycled content, but does have an overall preference toward purchasing items with recycled content, as seen in section 27 of UT's Procurement Manual. 

https://www.utoledo.edu/depts/supplychain/purchasing/pdfs/Procurement%20manual%20UPDATES%201.25.16.pdf",,True,**,10.0,13905.0,1660.0,--,--,429930.0,http://www.utoledo.edu/depts/supplychain/purchasing/pdfs/Procurement%20manual%20UPDATES%201.25.16.pdf,"The only data available to fulfill this credit was from the 2015 UT Strategic Sustainability Report. Numbers based on pounds of paper purchased, not total expenditures. As most paper at UT is purchased based on lowest cost, we feel confident this number is a conservative representation of the ratio of expenditures, as lower recycled content paper likely has lower costs."
University of Virginia,2015-12-11,2015-12-11 14:05:51,art2k@Virginia.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/281/6/508/3793/VASCUPP%20Policy.pdf,"The Purchasing Manual for Institutions of Higher Education and their Vendors specifies those policies which govern the purchasing processes at specifically designated publicly-funded colleges and universities who are eligible to be or are governed by Subchapter 3 of the Restructured Higher Education Financial and Administrative Operations Act, § 23-38.88 et seq. of the Code of Virginia and Chapters 824 and 829, Acts of Assembly, 2008. These policies are structured to support the mission of higher education and to comply with the principals of the Virginia Public Procurement Act and are in compliance with the individually adopted, “Rules Governing Procurement of Goods, Services, Insurance, and Construction by a Public Institution of Higher Education of the Commonwealth of Virginia (hereafter referred to as ‘The Governing Rules’, see Appendix A). 

H. Recycled Content
In determining the award of any contract for paper and paper products to be purchased for use by the Institution, it shall competitively procure recycled paper and paper products of a quality suitable for the purpose intended, so long as the price is not more than 10 percent greater than the price of the lowest responsive and responsible bidder or offer or offering a product that does not qualify as recycled paper and paper products which meets the EPA Recommended Content Standards as defined in 40 C.F.R. Part 247 (Governing Rules §22.C). In the case of a tie bid for goods after existing price preferences have been considered, preference is given to the bidder whose goods contain the greatest amount of recycled content (Governing Rules §20.C).","In development. Eric Denby, Director of Procurement Services, has distributed guidance on recycled paper purchasing to all department purchasers via email.",True,**,2.25,274786.81,35.8,--,796.93,834365.41,https://vascupp.org/hem.pdf,--
University of Winnipeg,2016-01-13,2016-01-13 14:36:51,a.lajoie-omalley@uwinnipeg.ca,2.0,Pursuing,True,http://stars.aashe.org/media/secure/771/6/508/3793/Paper%20RFQ%20Template.doc,The guidelines for purchasing of office paper is to buy 100% post-consumer recycled paper. See attached RFQ template.,Procedures have been written which are followed by the Manager of Printing. ,True,**,--,--,--,--,44854.0,44854.0,--,--
University of Wisconsin-Green Bay,2016-01-07,2016-01-07 17:22:50,fermanij@uwgb.edu,2.0,Pursuing,True,,"UW - Green Bay adheres to all policies, directives and guidelines established by the UW System.

•System and State follow EPA Paper Products Recovered  Materials Guidelines:
http://vendornet.state.wi.us/vendornet/recycle/rman.asp

•System and State follow the Recycling Procurement Program
Regulations:
http://vendornet.state.wi.us/vendornet/recycle/pim3.asp

Exceptions to the “buy recycled only” policy must be documented by each agency and are to be retained in agency files for 3 years. Contract vendors will report exceptions to Bureau contract administrators for all statewide contract purchasing; and agencies will record exceptions encountered in non-contract purchasing. Due to the much greater availability of high quality recycled paper meeting the federal standards, exceptions are expected to be rare for most agencies. (Remember that current law does not recognize higher cost as an acceptable rationale for not buying recycled paper.) Exceptions should be documented and filed as they happen, unless other arrangements need to be made for vendors and high-volume purchasers.
","UW - Green Bay adheres to all policies, directives and guidelines established by the UW System.

•System and State follow EPA Paper Products Recovered  Materials Guidelines:
http://vendornet.state.wi.us/vendornet/recycle/rman.asp

•System and State follow the Recycling Procurement Program
Regulations:
http://vendornet.state.wi.us/vendornet/recycle/pim3.asp

Exceptions to the “buy recycled only” policy must be documented by each agency and are to be retained in agency files for 3 years. Contract vendors will report exceptions to Bureau contract administrators for all statewide contract purchasing; and agencies will record exceptions encountered in non-contract purchasing. Due to the much greater availability of high quality recycled paper meeting the federal standards, exceptions are expected to be rare for most agencies. (Remember that current law does not recognize higher cost as an acceptable rationale for not buying recycled paper.) Exceptions should be documented and filed as they happen, unless other arrangements need to be made for vendors and high-volume purchasers.
",True,**,--,21148.36,--,--,--,21148.36,http://vendornet.state.wi.us/vendornet/procman/prod19.pdf,UW System campuses purchase goods and services through State Procurement. 
University of Wisconsin-Milwaukee,2016-03-23,2016-03-23 09:34:33,knelson6@uwm.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/530/6/508/3793/Recycling%20Procurement%20Program.pdf,,"UWM purchases goods and services through State Procurement and adheres to policies, directives and guidelines established by the UW System. Per UW System, all agencies will continue to purchase recycled paper meeting the federal minimum content guidelines, provided the guidelines are consistent with the marketplace. In general, this means buying paper with a recycled content of 10 to 30 percent post-consumer content. UWM adheres to these guidelines and nearly all paper purchases range from 30-100% post-consumer recycled content. Federal RMAN Guidelines for Paper Products serve as recommendations for state agencies. 
As per the guidelines, exceptions to the “buy recycled only” policy must be documented by each agency and are to be retained in agency files for 3 years. Contract vendors will report exceptions to Bureau contract administrators for all statewide contract purchasing; and agencies will record exceptions encountered in non-contract purchasing. Due to the much greater availability of high quality recycled paper meeting the federal standards, exceptions are expected to be rare for most agencies. (current law does not recognize higher cost as an acceptable rationale for not buying recycled paper.) Exceptions should be documented and filed as they happen, unless other arrangements need to be made for vendors and high-volume purchasers.",True,**,--,671786.0,--,--,--,707144.0,http://vendornet.state.wi.us/vendornet/recycle/rman.asp,"UWM purchased roughly $707,144 in paper products in Fiscal Year 2012, primarily through UWM Print & Copy Services. Roughly 50% of all paper purchases is office paper distributed to copy machines on campus. All copy machine paper is 30% post-consumer recycled content. Of all paper purchases, roughly 5% is not recycled paper (28lb. Hammermill Color Copy Digital, though it is FSC Certified). For the remaining 45% of paper purchases, recycled content varies from 30%-100%, and UWM has conservatively assumed 30% post-consumer recycled content."
University of Wisconsin-Oshkosh,2016-03-25,2016-03-25 23:41:25,kermathb@uwosh.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/267/6/508/3793/CSP%20-%20Purchasing.pdf,"Environmentally Friendly (“Green”) Product:
Contractors are encouraged to identify products that are made of recycled products, that use environmentally friendly production methods, or that can be recycled at the end of their service life.  The University will make every effort to purchase “Green” products wherever feasible or possible based on individual project needs and funding available.","in 2010, UWO made the switch to 100% recycled content office paper at all locations on campus. Academic computing (printers) and Document Services (copiers) evaluated the paper and approved the change.  Previously, the university was purchasing 30% recycled paper. In order to make the change, there was a price increase of only 5%. 

UWO now purchases Boise Aspen 100% Recycled Paper. It features: 100% post-consumer content, offers the same characteristics and brightness as a non-recycled sheet, made without the use of chlorine or chlorine compounds (PCF), laser guaranteed, acid-free, 92 bright, 20 lb., and FSC Chain of Custody certified. ",True,**,--,129200.0,--,--,188600.0,317800.0,--,--
University of Wisconsin-Platteville,2016-02-29,2016-02-29 14:16:07,seebotha@uwplatt.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/753/6/508/3793/Paper_Recycled_Content_022616.pdf,All paper purchased is a minimum of 30% post-consumer recycled content per Wisconsin state guidelines.,"• System and State follow EPA Paper Products Recovered Materials Guidelines:
http://vendornet.state.wi.us/vendornet/recycle/rman.asp
• System and State follow the Recycling Procurement Program Regulations:
http://vendornet.state.wi.us/vendornet/recycle/pim3.asp

“Exceptions to the “buy recycled only” policy must be documented by each agency and are to be retained in agency files for 3 years. Contract vendors will report exceptions to Bureau contract administrators for all statewide contract purchasing; and agencies will record exceptions encountered in non-contract purchasing. Due to the much greater availability of high quality recycled paper meeting the federal standards, exceptions are
expected to be rare for most agencies. (Remember that current law does not recognize higher cost as an acceptable rationale for not buying recycled paper.) Exceptions should be documented and filed as they happen, unless other arrangements need to be made for vendors and high-volume purchasers.”",True,**,--,80490.38,--,--,--,80490.38,http://vendornet.state.wi.us/vendornet/procman/prod19.pdf,Paper budget was from Cathy Hastings in Central Stores (FY14).
University of Wisconsin-Stevens Point,2016-01-28,2016-01-28 12:01:56,sjanowsk@uwsp.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/115/6/508/3793/StateProcurementManual.pdf,"State of WI Dept. of Admin. Recycled paper purchase requirement for each agency: 
The average recycled content of all paper purchased, measured as a proportion by weight of the fiber content, must be at least 40% of all purchased paper. 
Definitions : ""Paper purchases"" include procurement of paper and paper products, as well as paper purchased through services where paper is a substantial portion of the overall cost of the service, such as printing, quick-copy, and computer print-out. 
""Calculating the recycled fiber content by weight"" means multiplying the percentage recycled by the weight of the paper purchased. ","Up until 1999 the Dept. of Admin. (DOA) was required to report annual paper purchases for all state agencies.  The statutory requirment to buy recycled paper has not changed, but the reporting requiment was discontinuted in 1999.  Presently, purchasing virgin paper is no longer an option. Dept. of Admin. will review compliance trends through vendor reports. Compliance by individual agencies will be subject to the usual DOA audit trail. 

Exceptions to the “buy recycled only” policy must be documented by each agency and are to be retained in agency files for 3 years. Contract vendors will report exceptions to Bureau contract administrators for all statewide contract purchasing; and agencies will record exceptions encountered in non-contract purchasing. Due to the much greater availability of high quality recycled paper meeting the federal standards, exceptions are expected to be rare for most agencies. (Remember that current law does not recognize higher cost as an acceptable rationale for not buying recycled paper.) Exceptions should be documented and filed as they happen, unless other arrangements need to be made for vendors and high-volume purchasers. 

http://vendornet.state.wi.us/vendornet/recycle/pim3.asp",True,**,--,128148.48,--,--,--,128148.48,http://vendornet.state.wi.us/vendornet/procman/StateProcurementManual.pdf,--
University of Wisconsin-Stout,2016-03-25,2016-03-25 10:48:45,rykals@uwstout.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/599/6/508/3793/sustaintopics.pdf,,DOA mandatory contracts are enforceable through the DOA Procurement Manual guidelines:  http://vendornet.state.wi.us/vendornet/procman/index.asp,True,**,--,42000.0,--,--,--,42000.0,http://vendornet.state.wi.us/vendornet/asp/ContractDetail.asp?SystemContractNumber=2537,"Expenditures on paper is based on paper specifically bought through University Stores and Convenience Copier. 

Information provided by the Director of Procurement & Materials Management."
University of the Pacific,2016-03-23,2016-03-23 15:39:01,seller@pacific.edu,2.0,Pursuing,True,,"Paper
 
Pacific sustainable paper use guidelines are consistent with the Pacific's policy on sustainability and will help us achieve our broader sustainability goals.
 
Pacific is phasing out the use of virgin paper and conforms to a minimum standards of 30% post consumer waste (PCW) recycled content paper for all paper used in copiers and printers.
 
Pacific encourages offices and departments to adopt a higher standard (50%, 75%, 100%) post-consumer recycled content paper where appropriate.
 
To reduce paper usage, Pacific encourages departments to:
 a.Scan documents when practicable
 b.To fully utilize double sided printing capacity in printers and copiers
 
Pacific also commits to developing a mechanism to report on paper usage by category (e.g., virgin, 30% PCW, etc.) and by department
","The Green Purchasing Policy that became effective on January 1, 2011 committed Pacific to developing a mechanism to report on office paper usage by percent of recycled content and by university department.  ",True,**,3141.0,50943.0,--,--,4054.0,66249.0,http://www.pacific.edu/About-Pacific/AdministrationOffices/Business-and-Finance-Division/About/Controllers-Office/Policies-and-Procedures/Business-Policies-and-Procedures-Index-page/Purchasing-Policy,--
Vanderbilt University,2016-03-21,2016-03-21 10:46:15,andrea.george@vanderbilt.edu,2.0,Pursuing,True,,"Vanderbilt University is committed to purchasing goods and services from manufacturers and suppliers who share our environmental concern and commitment. If two products are competitive in performance characteristics and pricing, the university will favor the environmentally-preferable product or supplier. https://finance.vanderbilt.edu/procurement/procurement/green.shtml 

Sample text from RFP: 
5.5	Environmental Sustainability Programs

5.5.1	Vanderbilt is committed to implementing environmentally sustainable programs including the purchase of “green” products whenever possible. The details of our university-wide initiative are available at: http://www.vanderbilt.edu/sustainvu/

5.2.1	Please provide details on any current green initiatives you may have with other large customers that you would propose implementing at Vanderbilt. What tools or processes do you have at your disposal to help us identify opportunities to promote environmental sustainability?

Yes - In 2012, Vanderbilt awarded an office paper contract to American Paper and Twine that specifies a preference for paper with at least 30% recycled content.   During the RFP process, all vendors were assessed according to the following criteria: environmentally responsible practices including sourcing and transportation practices, the use of post-consumer content and cradle-to cradle product design and production.  Vanderbilt’s Sustainability Director is involved in reviewing vendor proposals and choosing vendors for major contracts, such as office paper, office supplies, janitorial supplies, solid waste management, etc.  Vanderbilt’s Procurement program offers numerous environmentally friendly products and product lines, which are designated as such to Procurement users.  
Vanderbilt Printing Services focuses their sustainability efforts on the following:
•	Recycling- Since 1989, we have been recycling nearly all of the waste generated in our production facility. In 2009 alone, our paper recycling efforts saved 1,781 trees by reprocessing our recycled materials.
•	Standard Products- All official Vanderbilt University and Medical Center business cards and letterhead are printed on a recycled stock or paper made from renewable sources.
•	Ink- The inks we use are formulated and manufactured to be environmentally responsible and incorporate the use of renewable resources of vegetable oils (soy oil included).
•	Energy Efficiency- In our Campus Copy operations, all digital output devices meet or exceed US Energy Star requirements.  These printers use less energy, save money for the university, and help protect the environment.
•	Paper- We are proud to work with manufacturers who have strong economic, environmental, and social commitments.  Whenever possible, Vanderbilt Printing purchases paper from vendors with either Sustainable Forestry Initiative (SFI) or Forest Stewardship Council® (FSC®) Chain-of-Custody (CoC) certifications. Vanderbilt Printing Services stocks and encourages the use of recycled paper from such vendors.
•	Toner Recycling - Guy Brown, Vanderbilt’s partner for ink and toner cartridge recycling, had a record-setting year in 2015. The overall number of cartridges recycled, the recovery rate of cartridges, and donations made from recycling proceeds were at all-time highs in 2015, resulting in the donation of $6,000 each to the Monroe Carell Jr. Children’s Hospital at Vanderbilt, the Susan Gray School, and the Work/Life Connections–EAP  Faculty and Staff Hardship Fund from recycling these items. Vanderbilt staff recycled more than 13,700 cartridges, with a 63 percent recovery rate—almost double that of 2014.
•	SmartPrint Program – In 2015, Vanderbilt University Printing Services initiated the SmartPrint program. Every department is charged a per page fee for every color print they make. In 2016, changes will expand to include black and white prints. Students have been charged for every page they print for multiple years. This new initiative will have a direct impact on Vanderbilt University’s office paper purchases.

Individual departments are responsible for purchasing their own paper products. However, Vanderbilt University strongly encourages students and employees to purchase paper products with at least 30% postconsumer recycled content through our primary office paper supply vendor. FSC certified paper is also available for purchase through American Paper and Twine as well as VU Printing Services. Many large university printing efforts are now printed on FSC-certified paper with post-consumer recycled content and vegetable-based inks.  All standard business cards and letterhead ordered through Vanderbilt University’s Printing Services are printed on recycled stock. A green printing guidance document that advises Vanderbilt community members on green printing options such as paper that is FSC-certified, contains recycled-content, or is processed chlorine-free was developed in 2009-2010 by the Sustainability and Environmental Management Office, VU Printing Services, and VU Creative Services.

","Individual departments are responsible for purchasing their own paper products. However, Vanderbilt University strongly encourages students and employees to purchase paper products with at least 30% postconsumer recycled content through our primary office paper supply vendor. FSC certified paper is also available for purchase through American Paper and Twine as well as VU Printing Services. Many large university printing efforts are now printed on FSC-certified paper with post-consumer recycled content and vegetable-based inks.  All standard business cards and letterhead ordered through Vanderbilt University’s Printing Services are printed on recycled stock. A green printing guidance document that advises Vanderbilt community members on green printing options such as paper that is FSC-certified, contains recycled-content, or is processed chlorine-free was developed in 2009-2010 by the Sustainability and Environmental Management Office, VU Printing Services, and VU Creative Services.

Vanderbilt University is committed to purchasing goods and services from manufacturers and suppliers who share our environmental concern and commitment. If two products are competitive in performance characteristics and pricing, the university will favor the environmentally-preferable product or supplier. https://finance.vanderbilt.edu/procurement/procurement/green.shtml 
",True,**,737112.0,26040.0,--,470470.0,184563.0,1544741.0,https://finance.vanderbilt.edu/procurement/procurement/green.shtml,"An indication of whether the institution uses Forest Stewardship Council (FSC) certified printing services for its publications (in-house and/or external) 
In 2012, Vanderbilt University Printing Services (VUPS) achieved the Forest Stewardship Council (FSC) chain-of-custody certification. Going forward, 99% of Vanderbilt’s printed pieces will be FSC-certified. In addition to bearing the FSC label, each certified publication indicates the amount of recycled content it contains and marks the piece as recyclable. VUPS can now provide FSC-certified printed matter to any customer desiring their order to carry the well-known and respected certification mark. In addition to the FSC mark, customers are also offered the option to add the Rainforest Alliance mark to their FSC-certified jobs

Printing Services announced in 2015 that they are embarking on an exciting new direction and strategic plan. This roadmap, dubbed “Printing Services 2.0,” caps a nearly six-month-long planning process that involved extensive financial analysis, customer surveys and focus groups. The result is a new operating mission and expanded charter that includes an expanded emphasis on environmental stewardship. https://www.vanderbilt.edu/sustainvu/2015/10/printing-services-2-0-includes-environmental-stewardship/ "
Vassar College,2016-03-10,2016-03-10 19:47:32,alihall@vassar.edu,2.0,Pursuing,True,,"All department and campus-wide copiers and printers use 30% recycled paper. This paper is purchased centrally by the Computing Department. For personal departmental use, departments are strongly encouraged to follow the 30% recycled content policy, some departments elect to use 100% recycled paper",All paper for department and campus-wide copiers and printers is purchased centrally by the Computing Department. The Purchasing department has worked with vendors to offer deals to departments on recycled content paper for personal department use. ,True,**,--,43838.71,--,--,--,62769.39,--,--
