Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have any building space certified under the following green building rating ...,Does the institution have any building space certified under LEED for Existing Buildings or another ...,"Does the institution have any building space certified under the DGNB system, Green Star ...","Does the institution have any building space certified under BREEAM-In Use, CASBEE for Existing ...",Does the institution have any building space certified under other non-GBC rating systems (e.g. ...,A brief description of the green building rating system(s) used and/or a list or sample of ...,Total floor area of eligible building space (operations and maintenance),Floor area of building space that is certified at each level under a 4-tier rating system for ...,Floor area that is certified at minimum level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 3rd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the 2nd highest level under a 4-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 4-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 3-tier rating system for ...,Floor area that is certified at minimum level under a 3-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 3-tier GBC rating system for existing buildings,Floor area that is certified at the highest achievable level under a 3-tier GBC rating system for ...,Floor area of building space that is certified at each level under a 5-tier rating system for ...,Floor area that is certified at minimum level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the 4th highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at mid-level under a 5-tier GBC rating system for existing buildings,Floor area that is certified at the 2nd highest level under a 5-tier GBC rating system for existing ...,Floor area that is certified at the highest achievable level under a 5-tier GBC rating system for ...,Floor area of building space that is certified at any level under other green building rating ...,Floor area of building space that is maintained in accordance with formally adopted sustainable ...,A copy of the sustainable building operations and maintenance guidelines or policies,The date the guidelines or policies were formally adopted,A brief description of the sustainable building operations and maintenance program and/or a list or ...,A brief description of how the institution ensures compliance with sustainable building operation ...,The website URL where information about the institution’s certified buildings and/or sustainable ...,Public Notes
University of Illinois at Chicago,2016-02-12,2016-02-12 17:23:31,Cindy@uic.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"University of Illinois, Urbana-Champaign",2016-03-23,2016-03-23 09:17:34,spauldng@illinois.edu,2.0,Pursuing,**,--,--,--,--,,21502660.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,21502660.0,http://stars.aashe.org/media/secure/433/6/474/2700/energy-conservation-through-2012-10-157068F122DB5A.pdf,2007-07-01,"List of buildings on the energy conservation deferred maintenance program can be found here. 
http://www.fs.uiuc.edu/planning/deferredmaintenance/deferredprojects.cfm?criteria=EnergyConservation&Value=1 
","Many of our campus buildings are very old and we have a backlog of deferred maintenance. Today's Deferred Maintenance Program is designed to systematically address many of these needs, including improved electrical service, ventilation, building envelopes, interior finishes, and other deferred maintenance needs. Energy conservation projects are also being undertaken to reduce energy costs and provide a more sustainable campus. Life-safety projects are working to create a safer environment in the event a fire or other emergency. .  ",http://www.fs.illinois.edu/facilitiesstandards/,--
University of Louisville,2016-02-13,2016-02-13 03:02:37,justin.mog@louisville.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"University of Maryland, College Park",2016-03-23,2016-03-23 15:54:18,sdeleon@umd.edu,2.0,Pursuing,**,--,--,--,--,,14801476.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,14801476.0,http://stars.aashe.org/media/secure/471/6/474/2700/EPP_VIII-310C-1_1.pdf,2009-11-04,"All buildings on the College Park Campus are operated and maintained in 
accordance with campus policies and guidelines that address landscape 
and site management, energy consumption, usage of environmentally 
preferable materials, indoor environmental quality, and water 
consumption. Policies and guidelines in each category were developed and adopted on different dates, so the date listed above only corresponds to the Policies and Procedures for Environmentally Preferable Procurement (similar to the Sustainable Purchasing credits in the Materials & Resources section in LEED for Existing Buildings Operations and Maintenance).","The University ensures compliance with green operation and maintenance 
policies through facilities staff training, outreach and marketing to 
offices around campus, and provision of tools to help departments comply
 with the policies. A professional energy management staff in Facilities
 Management oversees centralized energy conservation efforts and 
provides guidance for departments around campus seeking to reduce their 
energy consumption. A professional grounds staff has been trained to 
minimize use of chemicals and fertilizers and implement an integrated 
pest management plan. Professional custodial staff in Facilities 
Management and Residential Facilities have been trained in green cleaning
 methods and achieved Green Seal GS-42 Certification. The Department of 
Procurement and Supply has incorporated environmentally preferable 
products into all of its master contracts and provides a summary of 
green products available from office supply vendors. The Office of 
Sustainability developed and oversees the University of Maryland Green 
Office Program through which outreach, tools and periodic audits 
pertaining to all of these policies and guidelines are provided to 
participating offices around campus.",http://www.sustainability.umd.edu/content/about/policies.php,"The President's Energy Initiatives, adopted in 2014, also apply to the entire campus and buildings must be operated to help achieve a 20% reduction in campus-wide electricity use by 2020. The full announcement is available online at http://www.sustainability.umd.edu/content/about/presidentsenergyinitiatives.php

The Environmental Stewardship Guidelines, adopted in 2005, are also relevant, and work in concert with the University Policies and Procedures for Environmentally Preferable Procurement, the University Policy on Building Temperature, and the University Policy on Lighting Levels. The Environmental Stewardship Guidelines are available online at  https://www.facilities.umd.edu/documents/fmp/EGuidelines.pdf"
University of Massachusetts Amherst,2015-12-17,2015-12-17 14:45:16,esmall@facil.umass.edu,2.0,Pursuing,**,--,--,--,--,None,12239033.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,http://stars.aashe.org/media/secure/93/5/310/1736/Design_Guidelines10-04.pdf,2004-09-01,None,None,http://www.umass.edu/fp/uploads/textWidget/wysiwyg/documents/Design_Guidelines10-04.pdf,"The University currently does not have any LEED O&M certified buildings nor sustainable building operations and maintenance guidelines or policies.  However, our 2004 Campus Design Guidelines does have a chapter (10.1) ""Responsible Use of Energy and Natural Resources.""  We do not feel that this chapter is sufficient enough for claiming square footage of buildings that fall under a operations and maintenance guideline or policy but this chapter does provide a foundation for efforts in creating a policy.

Total building space that meets ""Eligible Buildings Criteria"" comes from Campus Planning/Space Asset Management and is the FY14 data."
University of Massachusetts Lowell,2016-02-04,2016-02-04 11:32:51,Tyler_Arrigo@uml.edu,2.0,Pursuing,**,--,--,--,--,"NA
",3839882.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,"Sustainable building operations and maintenance is addressed in the university’s Policy Guide to Campus Energy Conservation, Sustainability Initiatives and Green Design Guidelines, and HVAC, plumbing and electrical standards which include sustainability and green design guidelines.","To the extent possible, O&M activities are conducted in accordance with the university’s Policy Guide to Campus Energy Conservation, Sustainability Initiatives and Green Design Guidelines, and HVAC, plumbing and electrical standards which include sustainability and green design guidelines.",--,--
University of Michigan,2016-01-11,2016-01-11 15:37:24,ahorning@umich.edu,2.0,Pursuing,**,--,--,--,--,,35472141.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,35472141.0,http://stars.aashe.org/media/secure/344/6/474/2700/PO%20Guiding%20Principles.docx,2015-04-23,"U-M Plant Operations staff of more than 400 employees provides around-the-clock building maintenance, operation and environmental monitoring for over 30 million square feet of facilities that serve the university campuses, hospital and health centers.  The Planet Blue Energy Management teams evaluate energy conservation measures in all General Fund Buildings.","Building Automated Services group routinely measures environmental conditions and compares the measurements to the desired settings. It calculates an appropriate response if the two aren't equal, and sends out control signals to correct for any differences.  


building energy use for systems such as air handling units and chilled water.",http://www.plantops.umich.edu/director/Mission_Vision_Principles.php,"Additional websites:
http://www.plantops.umich.edu/maintenance/
http://energymanagement.umich.edu/buildings/"
"University of Minnesota, Duluth",2016-02-26,2016-02-26 14:47:59,mgranley@d.umn.edu,2.0,Pursuing,**,True,--,--,--,"With five LEED-certified buildings on campus, including the University of Minnesota’s only Platinum-certified building, UMD is a leader in green buildings.  Building retrofits are done with great care in increasing energy efficiency, along with selecting sustainable materials, minimizing water use, and managing waste responsible.  Energy to heat, cool, and power buildings on campus is the highest contributor to our carbon footprint, therefore, buildings are a large priority for sustainability efforts at UMD as they are key to reducing emissions from 2007 levels by 25% before 2020 (as stated in the UMD Energy Action Plan.)",3516202.0,**,--,182569.0,122872.0,1985.0,**,--,--,--,**,--,--,--,--,--,--,3208776.0,http://stars.aashe.org/media/secure/112/6/474/2700/Sustain_Energy_Efficiency.pdf,2004-07-09,"All buildings on campus are operated and maintained taking into consideration impacts on the surrounding site, energy consumption, usage of environmentally preferable materials, indoor environmental quality, and water consumption, in accordance with the Regent's Policy on Sustainability and Energy Efficiency. The Policy states in Subd. 3 and 4 that, ""The University shall undertake a continuous improvement process that seeks to meet the operational performance targets, goals, and objectives designed to achieve sustainability... [And that] The University shall undertake a process to increase energy efficiency, reduce dependence on non-renewable energy, and encourage the development of energy alternatives through research and innovation."" It also requires that specific sustainability objectives and targets are set regarding ""(a) physical planning and development, including buildings and infrastructure;
(b) operations;
(c) transportation;
(d) purchasing; and
(e) waste management and abatement.""","In addition, all major renovations at the University with state bonding money must follow the rigorous Minnesota B3 benchmarking standards. http://www.msbg.umn.edu/
These projects then must be entered into the state's benchmarking system, which tracks and ensures compliance with metrics regarding performance management, site and water, energy and atmosphere, indoor environmental quality, and materials and waste.",http://regents.umn.edu/sites/regents.umn.edu/files/policies/Sustain_Energy_Efficiency.pdf,"Constructing efficient buildings is important, but the majority of greenhouse gas emissions come from the operation of a building during its lifespan. Upgrading and maintaining existing buildings for efficiency is critical to lowering campus emissions.  Other buildings that have been upgraded for energy efficiency, but did not seek LEED certification, include:
Bohannon Hall ventilation upgrade
Sports and Health Center addition
Chester Park
Sport and Health upgrades
Endazhi-gikinoo’amaading Education Building
Montague Hall
*Kirby Student Center Lounge
*VenDen 

*Updates to Kirby Lounge (2013) and the VenDen (2014) areas were recently made with sustainability in mind, incorporating regional materials, LED lighting, recycled content carpet, and more.  

For info on all green buildings (LEED and other)
https://umdsustain.wp.d.umn.edu/campus-initiatives/buildings/green-buildings/

In 2013, a UMD Library recommissioning study was completed and many energy-saving options were implemented.  See:  
https://umdsustain.wp.d.umn.edu/umd-library-recommissioning/
"
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:28:41,good0044@morris.umn.edu,2.0,Pursuing,**,True,--,--,--,"We are using LEED to rate our buildings. We have two LEED Gold buildings. The Welcome Center (2012) and the Green Prairie Community (2014). Additionally, buildings that Morris constructs must meet the Minnesota Sustainable Building Guidelines (B3) AND conform to the University of Minnesota Board Regents - Sustainability Policy.",993166.0,**,--,--,45551.0,--,**,--,--,--,**,--,--,--,--,--,--,947615.0,http://stars.aashe.org/media/secure/300/2/32/253/Regent's%20Policy%20on%20Sustain_Energy_Efficiency.pdf,2004-07-09,All campus buildings,"All buildings on campus are operated and maintained taking into consideration impacts on the surrounding site, energy consumption, usage of environmentally preferable materials, indoor environmental quality, and water consumption, in accordance with the Regent's Policy on Sustainability and Energy Efficiency. The Policy states in Subd. 3 and 4 that, ""The University shall undertake a continuous improvement process that seeks to meet the operational performance targets, goals, and objectives designed to achieve sustainability... [And that] The University shall undertake a process to increase energy efficiency, reduce dependence on non-renewable energy, and encourage the development of energy alternatives through research and innovation."" It also requires that specific sustainability objectives and targets are set regarding ""
(a) physical planning and development, including buildings and infrastructure;
(b) operations;
(c) transportation;
(d) purchasing; and
(e) waste management and abatement.""

In addition, all major renovations at the University with state bonding money must follow the rigorous Minnesota B3 benchmarking standards. http://www.msbg.umn.edu/
These projects then must be entered into the state's benchmarking system, which tracks and ensures compliance with metrics regarding performance management, site and water, energy and atmosphere, indoor environmental quality, and materials and waste. 

",http://www1.umn.edu/regents/policies/administrative/Sustain_Energy_Efficiency.pdf,"Minnesota requires buildings to be built in accordance with the Minnesota Sustainable Building Guidelines, known as B3, which is Minnesota's version of LEED.
We are required to submit data to the B3 database for public buildings in Minnesota."
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:22,stennes@umn.edu,2.0,Pursuing,**,--,--,--,True,"Energy Star certified buildings include Burton, Donhowe, Education Sciences, Learning and Environmental Sciences, Roy Wilkins, University Office Plaza, and Wulling Hall. 

For nearly 20 years, the EPA has administered the familiar ENERGY STAR program for household electronics and appliances. Similar to the ENERGY STAR score sheets displayed on washing machines and water heaters, the EPA also administers a scoring system for buildings. This tool serves as a method for comparing a building's energy efficiency to the efficiency of similar buildings.
To earn the ENERGY STAR rating, each building's energy consumption data (including building hours, size, number of occupants, types of lighting systems, etc.) is compared to hundreds of similar buildings. Buildings with more energy efficiency than 75 percent of all similar buildings qualify for the ENERGY STAR label. Burton Hall earned a rating of 98, meaning its energy efficiency rates in the top two percent of all similar buildings. Wulling Hall earned 96 points, Learning and Environmental Sciences Building received 96 points and Roy Wilkins Hall scored an 82. ",20750888.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,1092201.0,--,http://stars.aashe.org/media/secure/124/6/474/2700/Sustain_Energy_Efficiency_2.pdf,2004-07-09,"Covers all buildings. The	University	shall	undertake a process to increase energy	efficiency,
reduce dependence	on non-renewable energy, and encourage the development of energy	alternatives through research	and innovation.	","Subd. 3. Accountability. The president or delegate shall develop indicators and measures of success in the implementation of the principles outlined in this policy in consultation with appropriate faculty, staff, students, and experts in the broader community. 
Subd. 4. Reporting. The president or delegate shall report to the Board annually on progress toward established targets and standards, using this information to identify opportunities for subsequent improvement.
",http://regents.umn.edu/sites/regents.umn.edu/files/policies/Sustain_Energy_Efficiency.pdf,--
University of Missouri,2015-05-01,2015-05-01 15:33:14,raghavans@missouri.edu,2.0,Pursuing,**,--,--,--,--,,14178920.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,2012-05-01,"All buildings maintained by central campus funds are administered with stewardship of materials and resources in mind. Equipment is identified for Preventative Maintenance planning to promote long life of equipment and building comfort, building automation systems (where installed) provide the ability to manage energy usage. Cleaning processes are reviewed for safety to staff and the environment and to prolong the life of the materials cleaned.","Enforcement for the individual standards is part Facility Operations, part EH&S, part PD&C, part Energy Management.  Along with the responsible parties in each respective Auxiliary.  This is something I plan on working on in the coming months in an attempt to meet the standards of LEED for Existing Buildings Operations and Maintenance.

The campus has a full-time manager for sustainable design and construction who works with Campus Facilities Departments to build consensus and affect change in Campus Facilities Operations as related to sustainability.  This manager also develops                                                    project-by-project sustainability targets and solutions with design teams while assisting in development of specifications and progress trackers for all new construction and major renovation projects.",http://www.cf.missouri.edu/pdc/sustainabledesignpolicy.html,--
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:07,johnstonrk@umkc.edu,2.0,Pursuing,**,True,--,--,--,"There are four buildings that have been built to LEED Standards since 2010.  
Herman and Dorothy Johnson Hall is LEED Certified
The Student Union is LEED Gold Certified
The Henry W. Bloch Executive Hall for Entrepreneurship and Innovation is awaiting LEED Certification in 2014 it opened fall 2013
The Miller Nichol Library Expansion opened fall 2013 is awaiting LEED Certification in 2014
",3742051.0,**,85939.0,--,117487.0,--,**,--,--,--,**,--,--,--,--,--,--,2908699.0,http://stars.aashe.org/media/secure/427/6/474/2700/UM_SDG_january%202012.pdf,2012-01-01,"The UMKC sustainability building operations and maintenance program hosts through Building Services the Recycling and Waste Reduction Program, the Green Cleaning Program as part of its operations. ","THE UNIVERSITY OF MISSOURI – SUSTAINABLE BUILDING
GUIDELINES
This document is intended to provide UM project teams with a
consistent approach to sustainable buildings on campus. It gives
clear instructions on UM’s sustainable building guidelines as well
as giving project teams additional support in their approach to
sustainable building. ",http://info.umkc.edu/sustainability/green-campus/buildings/,--
University of Mount Union,2016-01-13,2016-01-13 13:05:17,mcclauca@mountunion.edu,2.0,Pursuing,**,True,--,--,--,Gartner Welcome Center LEED Silver,1235474.0,**,--,10190.0,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,N/A,N/A,--,--
University of Nebraska - Lincoln,2016-02-25,2016-02-25 15:44:48,pshrestha3@unl.edu,2.0,Pursuing,**,True,--,--,--,We use the 4 Tier LEED Building certification system,7004711.0,**,--,155000.0,--,--,**,--,--,--,**,--,--,--,--,--,--,6610161.0,http://stars.aashe.org/media/secure/407/6/474/2700/SustainableDesignPolicy.pdf,2009-01-01,"Keim Hall, Multicultural Center, Jorgensen Hall",All new buildings must be approved by under the sustainable design policy,http://sustainability.unl.edu/sustainable-design-policy,--
University of Nebraska at Omaha,2016-02-19,2016-02-19 11:12:24,slburke@unomaha.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of New Hampshire,2016-03-25,2016-03-25 21:53:16,colleen.flaherty@unh.edu,2.0,Pursuing,**,--,--,--,--,UNH does not currently have any buildings certified O&M with any green building council. ,4933330.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,4933330.0,http://stars.aashe.org/media/secure/55/6/474/2700/UNH%20Zone%20Maintenance.pdf,2008-01-01,"UNH Facilities Operations & Maintenance launched a sustainability initiative in 2008 outlining its best practices. These include everything from checking seals and gaskets on windows and doors regularly to sealing crack with caulk to using Energy Star appliances to following a ""green cleaning"" policy in all buildings to ""instructing contractors to observe clean indoor air policy"" and much more. These Operations & Maintenance best practices are linked to similar best practices in energy and campus planning, including UNH's Design & Construction Standards and Silver-LEED equivalency policy for all new construction and renovation. Operations & Maintenance staff are trained and certified under these standards, helping them comply with sustainable building operation and maintenance guidelines and policies. ",Please contact Larry Van Dessel for this information.,http://www.sustainableunh.unh.edu/buildings,--
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:57:47,cpshea@fac.unc.edu,2.0,Pursuing,**,--,--,--,True,"UNC uses Energy STAR Portfolio Manager to measure and track energy and water consumption. 

The Energy Conservation Measures Program is an existing building commissioning effort utilizing in-house labor, outside contractor support, and minimal funding to achieve low cost energy savings. Investments in energy efficiency upgrades, coupled with improved operations and maintenance programs focused on HVAC systems, have reduced energy use per square foot by 29% since 2003, avoiding $260 million in energy costs. ",16508915.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,11787463.0,http://stars.aashe.org/media/secure/32/6/474/2700/Design%20Guidelines%20March%202013%20compressed.pdf,2013-03-01,"Energy Conservation Measures
1.	Implement heating, ventilation, and air conditioning (HVAC) schedules to save energy when buildings are unoccupied
2.	Eliminate excess airflow
3.	Identify and eliminate simultaneous heating and cooling
4.	Implement temperature standards:  Summer 76-78°F, Winter 69-71°F
5.	Enable and optimize all heat recovery loops and economizers to capture “free” waste heat and cool outdoor air  when seasonally appropriate
6.	Enlist campus community to shut off lights and equipment
7.	Vary air supply temperatures to meet building load while eliminating over cooling and excessive dehumidification. 

Green Cleaning Protocol - OS1
Sustainable Purchasing Policies adopted by Facilities Services, Information Technology Services, Purchasing Services
Campus Energy Policy
Campus wide indoor and outdoor recycling programs
Campus wide water efficiency programs

Campus Buildings covered:

Abernathy Hall
Ackland Art Museum
Administrative Office Bldg
Alderman Res Hall
Alexander Res Hall
Alumni Bldg
Ambulatory Care Center
Aycock Family Medicine
Aycock Res Hall
Battle Hall
Beard Hall
Berryhill Hall
Bingham Hall
Bioinformatics Bldg
Bondurant Hall
Brauer Hall
Brinkhous-Bullitt Bldg
Brooks Hall
Burnett-Womack Bldg
Bynum Hall
Carrington Hall
Carroll Hall
Caudill Labs
Chapman Hall
Cheek Clark Bldg
Cobb Res Hall
Coker Hall
Community Service Building
Connor Res Hall
Daniels Student Stores
Davie Hall
Davis Library
Dentistry School Of
Dey Hall 
Dramatic Art Center For
Eddie Smith Field House
Energy Services Bldg
Environment Health & Safety Bldg
Everett Res Hall
Facilities Construction Shops
Fetzer Hall Robert Allison
Fordham Hall
Friday Center William & Ida
General Administration Bldg
Genetic Medicine Research Bldg
Gerrard Hall
Global Education Fed Ex
Goodmon Bldg James
Graham Child Development Center
Graham Memorial
Graham Res Hall
Graham Student Union
Greenlaw Hall
Grimes Res Hall
Hamilton Hall
Hanes Art Center
Hanes Hall
Health Affairs Bookstore
Health Sciences Library
Henry Stadium
Hill Alumni Center
Hill Hall
Hill Hall Annex
Hinton James Res Hall
Hooker Research Center
Horney Bldg
House Undergraduate Library
Howell Hall
Hyde Hall
ITS Franklin
ITS Manning
Jackson Hall Blyden & Roberta H.
Jones Bldg Mary Ellen
Joyner Res Hall
Kenan Center
Kenan Labs
Kenan Music Bldg
Kenan Res Hall
Kerr Hall
Knapp-Sanders Bldg
Koury Oral Health Sciences Building
Lenoir Hall
Lewis Res Hall
Lineberger Cancer Research Center
Loudermilk Center for Excellence
Macnider Hall
Mangum Res Hall
Manly Res Hall
Manning Hall
Martin Luther King Jr. Blvd. 73
McColl Bldg
McGavran-Greenberg Hall
Mciver Res Hall
Medical Biomolecular Research Bldg
Medical Research Bldg B
Medical School Wing B
Medical School Wings E & F
Memorial Hall
Mitchell Hall
Molecular Biology Research Lab/Glaxo
Morehead Chemistry Labs
Morehead Planetarium
Morrison Res Hall
Multiple Parking Decks
Murphey Hall
Murray Hall
Naval Armory
Neurosciences Research Bldg
New East
New West
Old Clinic Building
Old East
Paul Green Theater
Peabody Hall
Person Hall
Phillips Hall
Physicians Office Bldg
Public Safety Bldg
Playmakers Theater
Ram Village At 520 Williamson Drive
RDU Hanger UNC Medical Air
Rosenau Hall
Ruffin Res Hall
Saunders Hall
School Leadership Training C
Sheps Bldg
Sitterson Hall (incl. Brooks)
Smith Bldg
Smith Student Activities Center
South Bldg
Spencer Res Hall
Stacy Res Hall
Stallings-Evans Sports Medicine
Steele Bldg
Stone Center
Student Academic Services North
Student Recreation Center
Swain Hall
Tarrson Hall
Tate-Turner-Kuralt Bldg
Taylor Campus Health
Taylor Hall
Taylor Residence Hall
Thurston-Bowles Bldg
Van Hecke-Wettach Hall
Wilson Hall
Wilson Library
Winston Res Hall
Woolen Gym

For more on policies for sustainable building operations, see: https://sustainability.unc.edu/files/2015/10/StateEnergyReport2015.pdf","Staff in energy management, building services, housekeeping, grounds, design and construction services, facilities planning, energy services, environment, health and safety, and sustainability implements these guidelines on an ongoing basis. ",http://www.eis.facilities.unc.edu/DesignGuidelines.aspx,"Total building space that meets ""Eligible Buildings Criteria"" = 16508915 GSF
This number equals Gross Square Feet (18950654) less GSF of Parking Decks (2441739 GSF)"
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:09,cgcarwei@uncg.edu,2.0,Pursuing,**,--,--,--,--,,--,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,,--,,,--,--
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:22,pohlmank@uncw.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Oregon,2016-03-23,2016-03-23 11:01:09,smital@uoregon.edu,2.0,Pursuing,**,True,--,--,--,"We use the LEED rating system and all new construction on campus must meet a minimum of LEED Gold.   LEED Certified Buildings Include:  White Stag Building, Lillis Hall, Matthew Knight Arena, Knight Law Center, Lewis Integrative Science Building, Ford Alumni Center, East Campus Graduate Village West. Buildings built to meet Department of Administrative Services (were built before Oregon Model for Sustainable Development was passed to require all new buildings be at least LEED Gold): Living Learning Center, Student Health and Counseling Center, Peterson Hall Renovation, Anstett Hall Renovation, James F. .Miller Theatre Complex, Lorry Lokey Laboratories/Integrative Science Complex Phase 1, College of Education HEDCO Building, Marabel Frohnmayer Music Additions/Renovations, Fenton Hall Renovation, Jaqua (John E. ) Academic Ctr For Student Athletes).",8094236.0,**,--,147453.0,--,--,**,--,--,--,**,--,--,--,--,--,--,7946783.0,http://stars.aashe.org/media/secure/75/6/474/2700/Environmental%20Policy%20_%20University%20of%20Oregon%20Policy%20Library.pdf,2014-04-04,"Knight Law Center
",Through the LEED EBOM process.,http://uplan.uoregon.edu/plandoc/CampusPlan/CampusPlan3/Policy10_CampusPlan3rdEdition2014.pdf,The website URL where information about the institution’s certified buildings and/or sustainable operations and maintenance guidelines or policies is available: http://policies.uoregon.edu/policy/by/1/01-administration-and-governance/environmental-comprehensive-policy?
University of Pittsburgh,2016-03-24,2016-03-24 12:58:11,lwzfm1@pitt.edu,2.0,Pursuing,**,--,--,--,--,,11010288.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,757008.0,http://stars.aashe.org/media/secure/664/6/474/2700/Statement%20on%20Sustainability.pdf,2008-06-17,"McGowan Institute for Regenerative Medicine (LEED Gold NC, 2005)
Biomedical Science Tower 3
Bouquet Gardens Building J
Falk School
Petersen Sports Complex
Sennott Square

","Examples include a comprehensive recycling program, building automation, building energy sub-metering, energy conserving equipment and lighting, low or no-VOC paints, adhesives, carpets, etc.  Carpets with recycled content, and low-flow plumbing fixtures, to name only a few.  The University maintains and continuously updates our design standards to incorporate energy saving and sustainable design elements.  ",http://www.sustainable.pitt.edu/reports/2013-report,"http://www.sustainable.pitt.edu/
http://www.sustainable.pitt.edu/campus"
University of Richmond,2016-02-17,2016-02-17 15:17:26,randreje@richmond.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of South Carolina,2016-02-29,2016-02-29 17:11:30,KOPPAN@mailbox.sc.edu,2.0,Pursuing,**,--,--,--,--,,13061105.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,--,http://stars.aashe.org/media/secure/276/2/32/253/Copy%20of%20sustainguideall.pdf,2012-01-10,,"All new and major renovation projects follow the campus sustainable design guidelines initially.  State Law requires all the buildings to monitor and report their performance annually and to recommission the every five years.  These requirements help address specific aspects related to the building operation such as HVAC, Lighting and water.  Additionally, all maintenance staff are trained on the building and sustainability requirements prior to opening.  Other aspects are covered under seperate policies and training programs such as the green cleaning policy.  The University is still designing a program to implement LEED O&M on a broader effort.",http://www.sc.edu/green,--
University of South Florida,2016-02-26,2016-02-26 13:29:27,sustainability@usf.edu,2.0,Pursuing,**,--,--,--,--,"LEED, or Leadership in Energy & Environmental Design, is a green building certification program that recognizes best-in-class building strategies and practices. To receive LEED certification, building projects satisfy prerequisites and earn points to achieve different levels of certification. Prerequisites and credits differ for each rating system, and teams choose the best fit for their project. 
Project Certification Level GSF  
Dr. Kiran C. Patel Center For Global Solutions LEED NC Gold 74,788   
Interdisciplinary Science Building I LEED NC Gold 238,500  
Center For Advanced Medical Learning and Simulation (CAMLS) LEED NC Silver 86,000  
USF Health Morsani Center for Advanced Health Care 5th & 6th Floor  LEED CI Certified 71,814  
Chowdari Golf Practice Facility LEED Certified 5,040  
USF Sun Dome LEED Silver 223,481  
",6171451.0,**,--,--,--,--,**,--,--,--,**,--,--,--,--,--,--,6171451.0,http://stars.aashe.org/media/secure/86/5/310/1736/USF%20policy-10-051%20Sustainability.pdf,2010-07-26,all building at USF are maintained at this level: http://www.pplant.usf.edu/index.php/areas-and-services/energy-conservation,Custodial Services personnel provide custodial and labor services Monday through Friday for more than 4.0 million square feet of E&G buildings on campus. Custodial Services also provides service request to Auxiliary Organizations as a paying job using Green Seal products.,http://www.pplant.usf.edu/index.php/areas-and-services/energy-conservation,--
