Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Total number of institutional divisions (e.g. schools, colleges, departments) that produce research",Number of divisions covered by a policy assuring open access to research,"A brief description of the open access policy, including the date adopted and repository(ies) used",A copy of the open access policy,The open access policy,The website URL where the open access repository is available,A brief description of how the institution’s library(ies) support open access to research,The website URL where information about open access to the institution's research is available,Public Notes
University of Colorado Colorado Springs,2016-03-23,2016-03-23 11:35:25,lkogan@uccs.edu,2.0,Pursuing,61.0,61.0,"The UCCS Kraemer Family Library serves as the repository for scholarly work produced by students, faculty, and staff. All graduate theses and dissertations, for example, must be turned in to the library upon completion and are included in the library's collections. The library's policy toward access in its Digital Collections is detailed as follows:

The intent of the Digital Collections is to create a platform that will make available the scholarly and creative works produced by the University of Colorado Colorado Springs.  Materials of enduring value will be freely accessible to researchers and students on the campus and around the world.  Content may be discovered through Internet search engines and linked to using persistent URLs (""handles"")

The Digital Collections complements established methods of scholarly communication by providing open access and accommodating formats and supplemental materials not supported by traditional publishing methods.",,"Collection Policy
The mission of the UCCS Digital Collections, a service of the Kraemer Family Library, is to preserve and provide persistent and reliable access to the research output, scholarship, and creative works of faculty, academic staff, students, and administration of the University of Colorado Colorado Springs (UCCS)

Content Policy
The intent of the Digital Collections is to create a platform that will make available the scholarly and creative works produced by the University of Colorado Colorado Springs.  Materials of enduring value will be freely accessible to researchers and students on the campus and around the world.  Content may be discovered through Internet search engines and linked to using persistent URLs (""handles"")

The Digital Collections complements established methods of scholarly communication by providing open access and accommodating formats and supplemental materials not supported by traditional publishing methods.

Collection Development/Materials Selection
Items will be selected for inclusion by the working group of the community based on their selection criteria which may include the following:

Authorship
Rights
Content
Format
Significance in the field
Intellectual Property and Copyright
The content creator retains copyright of materials deposited in the repository and allows the Digital Collections non-exclusive distribution and preservation rights for the work. 

Inclusion of previously published works in the repository is dependent on the warranty of the creator/copyright holder that publishing agreements allow for open access publication of the work.

Intellectual Property information is included in the metadata for each digital object.  Copyright notification may be included within documents or other files.

Restrictions on access will be evaluated on an individual basis:

Dissertations may be embargoed or access restricted to the UCCS community for a maximum of two years.
Content may be removed from the Digital Collections for the following causes:

The community/working group determines it should be removed.
Violation of copyright laws.
Publisher agreements that disallow open access through the digital repository.
Metadata
Description of the digital object will aid users in locating resources.  Metadata standards for the UCCS collection are based on the Dublin Core metadata schema and are described in detail in the Kraemer Family Library University of Colorado Colorado Springs Minimum Metadata Standard

Metadata will be provided by the creator/submitting party.

Each item in the Digital Collections will have the following metadata elements:

Creator (if applicable, multiple Creators will be listed as Contributors)
Date
Description
Format
Rights (copyright ownership and access conditions)
Type (identification of format and file type)
Supported File Types
PDF - PDF/A is preferred for preservation
JPEG - JPEG2000 is preferred for preservation
Other file types may but uploaded to the repository but their use will be dependent on the computer/device accessing them having the appropriate software to read the file.  Persistent access to proprietary and non-supported file types cannot be guaranteed.

Deposit Agreement
Staff of the Kraemer Family Library will deposit items on behalf of contributors. Contributors will sign a deposit agreement at the time the item(s) and metadata are submitted to the Digital Collections.
",http://www.uccs.edu/~library/,,http://www.uccs.edu/library/services/repository/policy.html,--
University of Connecticut,2016-03-25,2016-03-25 18:15:02,rich.miller@uconn.edu,2.0,Pursuing,17.0,17.0,"Institutional repositories are a part of the larger open access movement, which aims to provide free access to research over the Internet. Information about the open access movement and scholarly communication issues in general can be found at the UConn Libraries' web site on scholarly communication.
The Open Access Author Fund is available for journal articles accepted for publication in peer‐reviewed, open access publications that do not charge readers or their institutions for unfettered access to the peer reviewed articles published.

To be eligible, a journal must meet these additional requirements:

•    Be listed in the Directory of Open Access Journals
•    Be a member of the Open Access Scholarly Publishers Association or adhere to its Code of Conduct
•    Have publicly available a standard article fee schedule

The fund cannot be used to support “hybrid” open access publishing, where individual articles from journals that are generally subscription access only are made openly available when author fees are paid. The published article must also be made available in Digital Commons@UConn, the digital institutional repository (IR) of the intellectual output of the University of Connecticut’s faculty, staff, and students.

Open Access funding became available for articles submitted, accepted or published since June 2011.
",,http://classguides.lib.uconn.edu/content.php?pid=348152&sid=2848146,http://digitalcommons.uconn.edu/libr_oa/,"The Open Access Author Fund is co-sponsored by the University of Connecticut Libraries which encourages authors to make their publications open access. The UConn Homer Babbidge Library website has links to the open access research and additionally, library staff gives presentations to classes or groups on how to utilize the library resources, including open access databases. If a published article is eligible as a funded open access publication, it must be made available in the Digital Commons. The DigitalCommons@UConn is a digital repository of the intellectual output of the University of Connecticut's faculty, staff, and students. It can accommodate virtually any publication, presentation, or production in electronic format. DigitalCommons@UConn represents a way for the UConn community to organize, store and preserve its research in a single unified location. It is made available through Digital Commons software, licensed by the University of Connecticut Libraries and powered by the Berkeley Electronic Press.",http://classguides.lib.uconn.edu/content.php?pid=348152&sid=2848148,--
University of Denver,2016-02-26,2016-02-26 12:38:05,chad.king@du.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
University of Florida,2016-03-23,2016-03-23 09:05:56,miwilliams@ufl.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of Houston,2016-03-23,2016-03-23 17:21:20,smkelly5@central.uh.edu,2.0,Pursuing,--,--,"Theses and dissertations from all colleges are required to be submitted both digitally and physically to UH Libraries' Vireo Repository for open access (see below in ""Library Support"" for further detail). Additionally, any publications resulting from these theses and dissertations are required to cite the original document and be included in the Vireo Repository. This policy was amended to include all colleges November 2014.

Since 2011, UH has also participated in ProQuest's submission service for thesis and dissertation submission. This allows for the works to reach an even broader audience that ProQuest serves. However, faculty works are not covered by this policy.
 ",http://stars.aashe.org/media/secure/38/6/604/3474/Open%20Access%20Policy.pdf,"Preparation of Thesis or Dissertation
The University of Houston uses an electronic thesis/dissertation submission process. Please check with your specific department for details regarding the college’s steps for submitting an electronic dissertation.

Approval of Thesis or Dissertation Proposal
Students must receive approval of their thesis or dissertation proposal from their thesis or dissertation committee. The committee is appointed by the dean of the college upon the advice of the appropriate department chair.

In some departments, students may not begin research prior to admission to candidacy without the approval of an advisor. The thesis or dissertation must present evidence of a mastery of the literature in an area of study, a significant contribution to knowledge, and the ability to conduct independent research.

Every thesis, dissertation or other research project involving the use of Human subjects must be approved by the Committee for the Protection of Human Subjects before research is started. Students should consult their faculty advisors for information. For additional information or an application form, contact the Office of Research Policies, Compliance and Committees, 316 Ezekiel W. Cullen Building, (713) 743-9204.

The final draft of the thesis or dissertation must be completed and submitted to the advisory committee as early as stipulated by the committee, but no later than the deadlines specified in the academic calendar.

Suggested Form for Thesis or Dissertation
As a general rule, the format and style of presentation should conform to the most acceptable standards of scientific and scholarly writing in the discipline. For instances in which this general rule is an inadequate guide, reference should be made to a style manual approved by the college or department.

Before preparing the thesis or dissertation, the student should obtain a copy of the guide for the preparation and submission of theses and dissertations from the appropriate college office.

Electronic Submission of Thesis or Dissertation
Students and faculty will use Vireo or UMI/ProQuest per the instructions found on http://www.uh.edu/graduate-school/current-students/thesis/ for processing thesis or dissertation material.  Documentation will be submitted as a Portable Document Format (PDF) per the guidelines on the web site, and all program/department/college specific requirements must be followed by the student.  Bound copies may be requested by the student, but will not be specifically maintained by the program/department/college/library.
 
Previous Publication of Materials
Students who have previously published portions of their electronic thesis or dissertation (ETD) in professional journals or in books must demonstrate who ultimately retains the copyright to the published works before material can be made publicly available in UH Libraries’ Vireo repository.  It is the student’s responsibility to determine copyright ownership; he/she should consult the contracts signed between the student and the publisher to determine the copyright holder.

Future Publication of Materials
Any future publication (article or book) should include a note indicating that the material is, or is based upon, a thesis or dissertation submitted in partial fulfillment of the requirements for the designated degree at the University of Houston.

ProQuest Open Access Publishing
In addition to the rights granted under Section I of this UMI® Publishing Agreement, ProQuest/UMI may reproduce, distribute, display and transmit the Work in electronic format in the ProQuest Dissertations and Theses Open database (PQDT Open) or successor database(s), where it will be made available for free download. PQDT Open may be accessed by the academic community as well as through major search engines and open access harvesters. ProQuest/UMI may also provide an electronic copy of the Work to Author's degree-granting institution where it may also be posted for free open access. 

See ""Library Support"" for professor publication specifics.",http://catalog.uh.edu/content.php?catoid=1&navoid=141,"UH (main campus) alumni and visitors are welcome to use the UH Libraries' electronic resources (with the exception of SciFinder Scholar) from within the M.D. Anderson Library or any of its branches. This provides access to the digital repositories of many peer-reviewed journals and publications. Many UH professors also individually provide open access to their research that can easily be accessed by these computers as well. Additionally, as outlined above, all thesis and dissertations bound by UH are uploaded to digital repositories and accessible through the same means described in this response.",http://guides.lib.uh.edu/content.php?pid=373567,"No UH division or college has complete open access to all research it produces, particularly for faculty research, because of the expense, but all UH theses and dissertations are open access.

http://info.lib.uh.edu/policies/electronic-resource-access-alumni-and-visitors
http://www.uh.edu/class/_docs/students/PaperAgreementForm.pdf
http://info.lib.uh.edu/edbs/information/.b48102702"
University of Illinois at Chicago,2016-02-12,2016-02-12 17:23:46,Cindy@uic.edu,2.0,Pursuing,142.0,--,"The University does not have an open access policy at the time.  However, as a result of the State of Illinois's open access to research act"" the University of Illinois at Chicago, in collaboration with the University of Illinois at Urbana-Champaign and University of Illinois at Springfield, is developing a policy.  This will likely occur in the next 6- 9 months. 

The NIH Public Access policy (NIH PAP)  is one of the one most prominent policies that assures open access to research publications.  The NIH Public Access Policy ensures that the public has access to the published results of NIH funded research.  Researchers are required to submit journal articles that arise from NIH funds to the digital archive PubMed Central.  The policy requires that these articles be publicly accessible in order to advance science and improve human health. Almost all colleges have faculty that have NIH funding, with the most prominent ones being Medicine, Dentistry, Nursing, Allied Health, Pharmacy and Public Health. 
 The law states ""The NIH Public Access Policy implements Division G, Title II, Section 218 of PL 110-161 (Consolidated Appropriations Act, 2008) which states:

SEC. 218. The Director of the National Institutes of Health shall require that all investigators funded by the NIH submit or have submitted for them to the National Library of Medicine's PubMed Central an electronic version of their final, peer-reviewed manuscripts upon acceptance for publication, to be made publicly available no later than 12 months after the official date of publication.""

Faculty who receive funding from the Howard Hughes Medical Institute (HHMI) or from the Institute of Education Science (IES), also need to make their articles publicly available within 6 to 12 months of publication.  
",,"While the University does not have an open access policy, it is expected one will be created in the next 6-9 months.  

UIC has a repository, INDIGO, where scholarly Intellectual property in DIGital form is made available online in an open environment. INDIGO collects, disseminates, and provides persistent and reliable access to the research and scholarship of faculty, staff and students at UIC. Faculty, staff and graduate students can deposit their research and scholarship-unpublished, and in many cases, published-directly into INDIGO.  Departments can also use INDIGO to distribute their working papers, technical reports, or other research material. ",http://indigo.uic.edu/,"The University Library supports open access to research in many ways.  One opportunity is the ability for faculty to self archive their publications in INDIGO, UIC's institutional repository.   In addition, the library has an Open Access journal publishing platform where 5 journals are currently published.   Two of these journals are also archived in PubMed Central.  There are also several open access memberships (BMC, HINDAWI), which allow University authors to get discounts on the open access publishing fees when they publish in these journals.  There is also an Open Access fund (ROAAP) where authors can apply for funds to use for open access publishing.   The funds are provided by the University Library, the Provost's Office, and the the Office of the Vice Chancellor for Research).",http://researchguides.uic.edu/sc,--
"University of Illinois, Urbana-Champaign",2016-03-23,2016-03-23 09:19:09,spauldng@illinois.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of Louisville,2016-02-13,2016-02-13 03:02:54,justin.mog@louisville.edu,2.0,Pursuing,59.0,59.0,"The Office of the Executive Vice President of Research & Innovation maintains a database of all published research from university professors and is in the process of developing a search engine with Information Technology that should be active soon.  Louisville Scholar is the current active database in EVPRI where people can search by author, department, key word, school or year for peer-reviewed research published.  Data is collected in the calendar year format",,"The University does not have a formally adopted open access policy, although versions of all scholarly articles and dissertations are deposited in an open access repository.  The School of Interdisciplinary & Graduate Studies maintains graduate theses and dissertations.  They are also available on the databases through the Library’s web site.  ",http://louisville.edu/cgi-bin/uofl.mail?name=lucy.overstreet,"The University Libraries have multiple databases including: ABI/Inform, CINAHL, Criminal Justice Abstracts, EBSCO Academic, EDLINE (OVID), Naxos Music Library, ProQuest Direct, PsycINFO, PubMed, Social Services Abstracts, Social Work Abstracts Plus, Sociological Collections, UpToDate, Web is Science, and WorldCat to name some of the major ones.  The Library also participated in the InterLibrary Loan Program where faculty, staff and students may procure research that is not located at the university.",http://louisville.edu/library/,"The total number of institutional divisions (e.g. schools, colleges, departments) that produce research at UofL is as follows:
12 colleges and 59 departments
"
"University of Maryland, College Park",2016-03-23,2016-03-23 15:55:55,sdeleon@umd.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of Massachusetts Amherst,2015-12-17,2015-12-17 14:45:31,esmall@facil.umass.edu,2.0,Pursuing,119.0,--,"The open access resolution listed below was passed by the University of Massachusetts Amherst Faculty Senate on  May 10, 2007. The open access repository is ScholarWorks@UMass Amherst.

MOVED: That the Faculty Senate endorse the recommendations of the Research Library Council 39-07 and encourage faculty, librarians, staff, and administrators to be supportive of new and innovative models of scholarly communication and utilize these options whenever possible.

In addition, the Research Council is starting to work through an Open Access Policy for the university. The goal is to have this voted by the Faculty Senate in Spring 2015. ",http://stars.aashe.org/media/secure/93/6/604/3474/RLC_resolution_scholarly_publishing_openaccesspolicy.pdf,"Sen. Doc. No. 07-035
RESOLUTION

The Research Library Council recommends that:

WHEREAS the University of Massachusetts Amherst’s longstanding commitment to the free and open publication, presentation and discussion of research advances the interests of the scholarly community, the faculty individually, and the public, and

WHEREAS the costs of commercially published scholarly journals are continually rising at rates greater than the rate of inflation and higher than the rate of UMass Amherst budget increases, and

WHEREAS the activities of the publishers of these journals directly depend upon the continued participation of faculty at UMass Amherst and similar institutions acting as editors, reviewers, and authors, and

WHEREAS a lasting solution to this problem requires not only interim measures but also a long range plan, and

WHEREAS publication in open access journals and repositories is an increasingly effective option for scholarly communication,

THEREFORE, BE IT RESOLVED that the University of Massachusetts Amherst Faculty Senate:
1. Encourages faculty to become familiar with the pricing and business practices of journals and journal publishers in their specialty, and to support journals and publishers whose pricing and accessibility policies promote broad and continuing access to scholarship.
2. Urges faculty, especially tenured faculty, to exert a positive influence on the direction of scholarly publishing through the choices they make in the submission of papers, the commitment of time to refereeing activities, and participation in editorial work.
3. Encourages faculty and UMass Amherst to support new models for scholarly publishing, including open access journals and archives, disciplinary and institutional repositories and other approaches that enhance the broad dissemination of knowledge while preserving peer review and excellence in scholarship.
4. Urges faculty to consider carefully the copyright provisions of their contracts with publishers, in order to allow them greater freedom to disseminate their work and thereby maximize the impact of their scholarship.
5. Calls upon the UMass Amherst faculty and administration to consider these issues in the evolution of the promotion and tenure system.

MOVED: That the Faculty Senate endorse the recommendations of the Research Library Council 39-07 and encourage faculty, librarians, staff, and administrators to be supportive of new and innovative models of scholarly communication and utilize these options whenever
possible.",http://scholarworks.umass.edu/,"The University Libraries support many national open access initiatives.  For a comprehensive listing, see http://www.library.umass.edu/open-access-initiatives-at-umass/

One of the most recent initiatives that was implemented last summer is the UMass SOAR (""Supporting Open Access Research"") Fund  which supports open access publication of University of Massachusetts Amherst peer-reviewed scholarship. This fund is supported by the University Libraries http://www.library.umass.edu/services/scholarly-communication/soar-fund/",http://scholarworks.umass.edu/,119 = (56 departments plus school of nursing; 62 research centers and institutes)
University of Massachusetts Lowell,2016-02-04,2016-02-04 11:33:07,Tyler_Arrigo@uml.edu,2.0,Pursuing,56.0,--,NA,,NA,--,NA,--,--
University of Michigan,2016-01-11,2016-01-11 15:37:40,ahorning@umich.edu,2.0,Pursuing,19.0,19.0,"The University of Michigan is committed to the long term preservation of research and providing the broadest access possible to it. Deep Blue is the University of Michigan's permanent, safe, and accessible service for representing our rich intellectual community. Its primary goal is to provide access to the work that makes Michigan a leader in research, teaching, and creativity. Deep Blue represents our faculty, staff, and student scholars as individuals and as members of communities. Deep Blue has been available since February 2006.",,Please see the following website: http://spg.umich.edu/policy/601.28,http://deepblue.lib.umich.edu/,,--,--
"University of Minnesota, Duluth",2016-02-26,2016-02-26 14:48:14,mgranley@d.umn.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:28:56,good0044@morris.umn.edu,2.0,Pursuing,5.0,5.0,"Starting Jan. 1, 2015, the U of M implemented a policy regarding open access publishing. All faculty will have the opportunity to submit their work to an open access repository. For Morris the depository is the UMM Digital Well. 
",,"http://www.policy.umn.edu/Policies/Research/SCHOLARLYARTICLES.html

You'll notice the policy only refers to the U of M- Twin Cities repository, but Morris is covered by this as well. The link to our repository is included.",http://digitalcommons.morris.umn.edu/,,--," We have 5 academic divisions: Education, Humanities, Science and Math and Social Sciences, and Interdisciplinary Studies.

http://www.morris.umn.edu/services/acad_affairs/coord.html"
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:38,stennes@umn.edu,2.0,Pursuing,18.0,18.0,"The goal of this policy is to further access to research and scholarship, at the University of Minnesota and around the world. It is a manifestation of our mission as a public, land-grant institution to make ""the knowledge and resources created and preserved at the University accessible to the citizens of the state, the nation, and the world.""

It was revised and has been effective since January 2015.",,"As a publicly funded land-grant institution, the University of Minnesota is committed to ensuring the greatest possible scholarly and public access to the research and scholarship produced by the University community. In addition to securing the public benefit of such access, this policy is intended to serve faculty interests by promoting greater reach and impact for articles, simplifying authors' retention of distribution rights, and aiding preservation.

Each faculty member grants to the University of Minnesota a shared, limited, right to make available his or her scholarly articles and to reproduce, display, and distribute those articles for the purpose of open access. More specifically, each faculty member grants to the University of Minnesota a nonexclusive, irrevocable, royalty-free, worldwide license to exercise such rights under copyright as are necessary to achieve the goals of open access, dissemination, and preservation, provided that the articles are not sold for profit, and to authorize others to do the same.

The author retains copyright ownership, unless that author chooses to transfer rights to other parties, such as a publisher. The University retains only the limited rights outlined above.

The policy applies to all scholarly articles authored or co-authored while the person is a member of the Faculty as defined in Board of Regents Policy: Copyright, except for any articles completed before the adoption of this policy and any articles for which the author entered into an incompatible licensing or assignment agreement before the adoption of this policy.

The Provost or Provost's designate will waive application of the license for a particular article or delay access for a specified period of time upon express direction by a faculty member. Grant of such a waiver is mandatory, not at the discretion of any person or group. Waiver requests must be made in writing, or via a system (such as an online form) that may be made available for this specific purpose.

The Office of the Provost will be responsible for interpreting this policy, resolving any dispute concerning its interpretation and application, and recommending changes to the faculty from time to time. The policy will be reviewed after three years and a report presented to the faculty.",http://conservancy.umn.edu/,The library holds the same open access policy as the entire institution.,https://www.lib.umn.edu/openaccess/policy,--
University of Missouri,2015-05-01,2015-05-01 15:34:00,raghavans@missouri.edu,2.0,Pursuing,13.0,1.0,"MOspace is the digital institutional repository of the University of Missouri System, and is a joint initiative of the University Libraries, the Office of Library Systems, and the Division of Information Technology. It is a permanent digital storehouse of research and knowledge, focusing on works created by those connected with the University of Missouri. MOspace is a place where faculty, staff and students can store their intellectual output, and depend upon a permanent URL.

MOspace allows the library to preserve and provide open access to items in a more permanent way than posting to a website. The project uses DSpace, an open source application developed at MIT, which provides permanent URLs for documents deposited through it to the MOspace server. The Libraries are committed to this ongoing effort as part of the next generation of library collections.
",,"The Graduate School, which requires deposit of theses and dissertations, but does allow them to be restricted to local access if the author requests.  MOspace also accommodates MU authors with federally grant-funded research who need to deposit their results in an open access repository, although many authors prefer discipline-based repositories like PubMed Central when available.

The libraries have hosted activities for Open Access Week each fall, and the library director has taken forward recommendations on open access policies and support, but no policy, author funding or recommendation has been approved by Faculty Council or the campus academic administration.

Aside from theses and dissertations, the content we have in MOspace has all been recruited or harvested individually.
",http://libraryguides.missouri.edu/oajournals,,--,--
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:23,johnstonrk@umkc.edu,2.0,Pursuing,12.0,12.0,All Scholarly articles are available through Merlin through library access. Merlin is an open access repository for scholarly articles by faculty and staff and all theses and dissertations are deposited in Merlin.  That includes all published research.  ,,UMKC has open access of all published research. ,http://libguides.library.umkc.edu/nihcompliance,"This week universities and scholarly communities around the world celebrate Open Access Week. Open Access Week is an opportunity for the academic and research community to learn about the benefits of Open Access (OA), which is the free, immediate, online access to the results of scholarly research, and the right to re-use those results as needed.
http://library.umkc.edu/blog/dean/node/7",http://libguides.library.umkc.edu/content.php?pid=220779&sid=1965009,--
University of Mount Union,2016-01-13,2016-01-13 13:05:32,mcclauca@mountunion.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
University of Nebraska - Lincoln,2016-02-25,2016-02-25 15:45:04,pshrestha3@unl.edu,2.0,Pursuing,11.0,11.0,"The University of Nebraska–Lincoln Digital Common Repository was established in 2005 and has grown to become the second largest institutional repository for faculty research in the United State. It hosts more than 66,315 documents, including 13,000 dissertations, and 53,000 faculty articles, monographs, reviews, white papers, technical reports, conference presentations, musical scores, and creative works.

The Board of Regents of the University of Nebraska protects the copyright ownership of the authors of any scholarly communication. Therefore participation in this program is not mandatory. However the Faculty  senate endorses open access and the Digital Commons Institutional Repository, and encourages all faculty to use the service. 
",,http://nebraska.edu/docs/board/RegentPolicies.pdf,http://nebraska.edu/docs/board/RegentPolicies.pdf,,--,--
University of Nebraska at Omaha,2016-02-19,2016-02-19 11:12:39,slburke@unomaha.edu,2.0,Pursuing,6.0,6.0,"DigitalCommons@UNO is an institutional repository (IR) with the goal of collecting, preserving, and making visible the intellectual output of our university. The IR creates a permanent open access home for these materials with static webpages which can be found directly through this IR site or via an internet search. This repository demonstrates the values of the University of Nebraska Omaha to be a student-focused metropolitan university recognized not only for its academic excellence but for its outstanding community engagement.

Content in DigitalCommons@UNO is currently accepted from UNO faculty members; however, please check back for updates regarding student scholarship.

For questions regarding DigitalCommons@UNO, please contact Emily Rokisky, IR Coordinator, erokisky@unomaha.edu or (402) 554-2382.

To submit works to be added to DigitalCommons@UNO, please email your CV or list of publications to UNODigitalCommons@unomaha.edu.",,http://nebraska.edu/docs/board/RegentPolicies.pdf,http://digitalcommons.unomaha.edu/,"Institutional Repositories (IRs) bring together all of a University's research under one umbrella, with an aim to preserve and provide access to that research. IRs complement traditional print and electronic publishing in academic fields and ensures the quickest and most accessible dissemination. IRs are also an excellent vehicle for working papers or copies of published articles and conference papers. Presentations, senior theses, and other works not published elsewhere can also be published in the IR.",http://digitalcommons.unomaha.edu/about.html,--
University of New Hampshire,2016-03-25,2016-03-25 21:54:39,colleen.flaherty@unh.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:58:02,cpshea@fac.unc.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:25,cgcarwei@uncg.edu,2.0,Pursuing,7.0,1.0,"NC DOCKS is a cooperative effort to make the scholarly output of the University of North Carolina System more available to the world. Current institutional participants include Appalachian State University, East Carolina University, North Carolina School of Science and Mathematics, UNC Charlotte, UNC Greensboro, UNC Pembroke, UNC Wilmington, and Western Carolina University. NC DOCKS includes many full text articles, audio recordings, dissertations, and other formats. All materials are indexed by Google and are freely available to scholars and researchers world-wide. ",http://stars.aashe.org/media/secure/235/6/604/3474/STARS%20AC-11.rtf,"NC DOCKS is a cooperative effort to make the scholarly output of the University of North Carolina System more available to the world. Current institutional participants include Appalachian State University, East Carolina University, North Carolina School of Science and Mathematics, UNC Charlotte, UNC Greensboro, UNC Pembroke, UNC Wilmington, and Western Carolina University. NC DOCKS includes many full text articles, audio recordings, dissertations, and other formats. All materials are indexed by Google and are freely available to scholars and researchers world-wide. ",http://libres.uncg.edu/ir/uncg/,"The UNCG Library has adopted a robust policy on open access for all
research. See
http://library.uncg.edu/services/scholarly_communication/open_access_policy.aspx
",http://libres.uncg.edu/ir/about.aspx,"The library is not a separate research-producing division but is integrated throughout the campus.  Nevertheless, their policy is not binding for all the other units on campus. The UNCG Faculty Senate may take up this issue in the near future but it has not been a priority due to other more pressing matters."
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:37,pohlmank@uncw.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of Oregon,2016-03-23,2016-03-23 11:02:49,smital@uoregon.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University of Pittsburgh,2016-03-24,2016-03-24 12:59:41,lwzfm1@pitt.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
University of Richmond,2016-02-17,2016-02-17 15:17:42,randreje@richmond.edu,2.0,Pursuing,5.0,--,"We do not have any policies in place, but the library supports access to research through the UR Scholarship Repository. ",,"There is no formal policy in place, but the Library is committed to providing access to research through the UR Scholarship Repository. ",http://scholarship.richmond.edu/,"We have an institutional respository in which librarians post faculty publications (books and papers). The library manages and supports the UR Scholarship Repository. The Library seeks all permission for the uploading of faculty publications, enters metadata, and uploads materials. Along with the repository, open access education and policy information is provided to faculty by the library. Librarians also work with faculty on author rights, copyright, and changes in scholarly publishing. 

Since beginning in 2013, the repository contains more than 6,300 papers, which have been downloaded more than 315,000 times. 

The library also provides a webpage which acts as a clearinghouse for open access information. ",http://libguides.richmond.edu/c.php?g=42289&p=267449,--
University of South Carolina,2016-02-29,2016-02-29 17:11:47,KOPPAN@mailbox.sc.edu,2.0,Pursuing,15.0,--,"USC does not have an open access policy; however, University Libraries does promote the use of open access repositories including DOAJ, Digital Commons Network, JURN, and Google Scholar.",,n/a,http://guides.library.sc.edu/openaccessresources,University librarians and the office of the VP of Research provide materials for faculty letting them know how to provide open access to research and scholarly journals and articles. The website and one-on-one consultations with University Libraries provide opportunities for faculty to consider providing free access to their work. ,http://guides.library.sc.edu/openaccessresources,--
University of South Florida,2016-02-26,2016-02-26 13:29:42,sustainability@usf.edu,2.0,Pursuing,90.0,90.0,"Scholar Commons, a service of the University of South Florida Tampa Library, is a virtual showcase for USF's research and creative energies. Members of the USF academic community are encouraged to contribute any completed scholarship for long-term preservation and worldwide electronic accessibility. ",,"The USF Tampa Library strives to develop and encourage research collaboration and initiatives throughout all areas of campus. Members of the USF community are encouraged to deposit their research with Scholar Commons. We commit to assisting faculty, staff, and students in all stages of the deposit process, to managing their work to optimize access/readership, and to ensure long-term preservation. Long-term preservation and increasing accessibility will increase citation rates and highlight the research accomplishes of this campus. Scholar Commons will have a direct impact on the University’s four strategic goals: student success, research innovation, sound financial management, and creating new partnerships.",http://scholarcommons.usf.edu/,,--,--
University of South Florida St. Petersburg,2016-03-25,2016-03-25 23:00:18,davidv@mail.usf.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
