Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Materials diverted from the solid waste landfill or incinerator,Materials disposed in a solid waste landfill or incinerator ,"A brief description of programs, policies, infrastructure investments, outreach efforts, and/or ...",A brief description of any food donation programs employed by the institution,A brief description of any pre-consumer food waste composting program employed by the institution,A brief description of any post-consumer food waste composting program employed by the institution,Does the institution include the following materials in its waste diversion efforts?,"Does the institution include paper, plastics, glass, metals, and other recyclable containers in its ...",Does the institution include food donations in its waste diversion efforts?,Does the institution include food for animals in its waste diversion efforts?,Does the institution include food composting in its waste diversion efforts?,Does the institution include cooking oil in its waste diversion efforts?,Does the institution include plant material composting in its waste diversion efforts?,Does the institution include animal bedding composting in its waste diversion efforts?,Does the institution include batteries in its waste diversion efforts?,Does the institution include light bulbs in its waste diversion efforts?,Does the institution include toner/ink-jet cartridges in its waste diversion efforts?,Does the institution include white goods (i.e. appliances) in its waste diversion efforts?,Does the institution include laboratory equipment in its waste diversion efforts?,Does the institution include furniture in its waste diversion efforts?,Does the institution include residence hall move-in/move-out waste in its waste diversion efforts?,Does the institution include scrap metal in its waste diversion efforts?,Does the institution include pallets in its waste diversion efforts?,Does the institution include motor oil in its waste diversion efforts?,Does the institution include tires in its waste diversion efforts?,Other materials that the institution includes in its waste diversion efforts,Public Notes
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:28:51,good0044@morris.umn.edu,2.0,Pursuing,124.0,249.0,"Recycling is a large part of UMM culture.  We have recycling bins in every building on campus. Our recycling program is student-run, with students playing an active role in every part of the program.  We also have an active composting program, diverting more than 30 tons of discarded food scraps from the landfill each year.","Our food service cooks in batches meaning there is rarely food left that could be donated.  With food that is left over, staff creatively reuse it in different meals.  For example, surplus hamburgers are ground and used in tacos.","Following a two year long conversation between Morris students, faculty, and staff, the composting initiative launched in the fall of 2012. Pre-consumer waste is collected from the campus dining hall, and in some on-campus residence halls and composted on-campus. ","Following a two year long conversation between Morris students, faculty, and staff, the composting initiative launched in the fall of 2012. Post-consumer waste is currently collected in the dining hall, on-campus café and coffee shops, and in some on-campus residence halls and composted on-campus.",**,True,--,--,True,--,True,True,True,True,True,--,--,--,True,True,--,--,--,,2014 data.
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:33,stennes@umn.edu,2.0,Pursuing,4077.5,5298.9,"The University of Minnesota ReUse Program started “Pack & Give Back” in May of 2013, an initiative aimed at reducing waste generated by students moving at the beginning and end of each semester. The University of Minnesota partners with a non-profit organization to help facilitate on- and off-campus pick-up routes for reusable items that might otherwise end up in landfills. This event targets students, but is open to all residents in the Marcy-Holmes, Southeast Como, Prospect Park, and Cedar-Riverside neighborhoods*.
Items collected on campus by the ReUse Program, or brought to the ReUse warehouse by students and neighborhood residents, will be part of the program's ""Free Store"". Based out of the ReUse warehouse (883 29th Avenue SE), all items in the Free Store will be offered free of charge to students from August 25th to September 6th. Residents of neighborhoods Marcy-Holmes, Southeast Como, Cedar-Riverside, and Prospect Park may also shop the Free Store during the last week of the sale if they have made a donation. 
Since it's inception, the Pack and Give Back program has diverted over 300k pounds of household items from landfills, and back to students and the neighborhood.
",University Dining Services currently collects food for donation in conjunction with both the Food Recovery Network and Food Donation Connection and has partnered with several local food shelfs in the Twin Cities to work with: Urban Ventures and Loaves and Fishes (who distributes to several organizations). Food is collected daily at our two larger food courts as well as with special events. ,University Dining Services collects all food scraps throughout the preparation process in all of our kitchens and ensures it is going into the organics collection vs trash. Any food items needing to be discarded and that cannot be donated are also sent to organics. Food trimmings and waste are also tracked daily. ,"Post-consumer organics collection of both food (all food scraps) and compostable packaging is collected in all seven residential restaurants, three food courts and over 80% of our smaller retail restaurants. Our catering department offers compostable collection as well for deliveries and composts post-consumer at all serviced events. ",**,True,True,--,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,"Film, office supplies, concrete, cardboard containers, electronics, books.",--
University of Missouri,2015-05-01,2015-05-01 15:33:46,raghavans@missouri.edu,2.0,Pursuing,4049.25,5950.14,"Some of the high impact factors that contribute to our diversion rate is our use of Surplus Property, Tiger Treasures Rummage Sale, composting efforts, Game Day Recycling, and Environmental Health & Safety materials reuse.

Reducing waste has many important ecological and economical benefits. Campus Dining Services uses computerized tracking to anticipate and prepare only the food that is needed. As less food is wasted, less food is purchased and prepared. Continued reduction in waste reduces energy used in storing, transporting, and producing food. Continued reduction in demand lowers costs and frees up agricultural resources for other purposes.

Each week, 100 consecutive trays are randomly sampled at lunch or dinner. All edible food and beverage are collected and weighted (no peels, bones or ice). The total weight is converted to ounces and divided by 100 to get an average per person. This same process is followed at every all-you-care-to-eat facility.","At the end of the semester, Tiger Pantry encourages students to donate their left over swipes for meals to purchase food from the Emporium (mini mart) for the less fortunate.  Also, Tigers for Community Agriculture, donated 506 pounds of produce to Tiger Pantry. ","The University of Missouri collects pre-consumer food waste from eight dining locations on campus: Baja Grill, Dobbs Pavilion, The Mark, MU Student Center, Plaza 900, Rollins Dining Hall, Sabai and Wheatstone Bistro/Starbucks. Students collect the pre-consumer food waste multiple times per week at those locations and it is brought the Bradford Farms for curing.   ","Campus Dining Services (CDS) has worked closely with the MU Bradford Research and Extension Center (Bradford Farm) on a full–cycle composting project. CDS sends food waste to Bradford Farm to create the farm’s compost material. Then each year, CDS purchases vegetables grown at Bradford Farm to serve across campus.

In additional, Bradford Farm uses oil from CDS fryers for bio–diesel in the farm’s tractors.",**,True,True,--,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,"Numbers derived from the Solid Waste and Recycling Report FY2014 and can be provided by the Sustainability Office upon request.
"
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:17,johnstonrk@umkc.edu,2.0,Pursuing,415.0,396.0,"UMKC has made a commitment to reduce, reuse and recycle as much waste as possible to keep it out of the landfills.  Recycling rates on campus have risen from 23% to 78% as a result of the proactive student outreach and education campaign. The campus participates in Clean Your Files each spring and also has Waste Free Lunch peer to peer education to increase awareness about composting in the dining halls. 
Each year since 2008 UMKC has participated in the RecycleMania National Competition.  Students are encouraged to participate in an outreach campaign to increase recycling and waste reduction on campus. The UMKC Campus ranked #13 out of 605 universities nationally in the RecycleMania Competition Grand Champion category for 2012.",,The composting system is set up at all work stations for chef and sous chef operations.  ,"On October 27, 2008 the University Center began a partnership with Missouri Organics and Sodexo in an organic composting program. It is our intent that the reduced tonnage in food waste will allow for a cost savings over the life of the program. This program can not only be beneficial to the current University Center operation, but also a foundational cornerstone to the sustainable focus in operating the new Student Union.",**,True,--,--,True,True,True,--,True,True,True,True,True,True,True,True,True,True,True,"UMKC also composts all lawn and landscaping organic materials.  Additionally, UMKC uses deconstruction to reduce waste and partner with Habitat Restore.  ",--
University of Mount Union,2016-01-13,2016-01-13 13:05:28,mcclauca@mountunion.edu,2.0,Pursuing,149.488,272.184,"The University of Mount Union conducts several outreach efforts that encourage the reduction of waste, reusing materials, and minimizing waste. These programs include: Game Day Challenge Football, Trayless Dining Hall Food Waste Audits, RecycleMania (Residence Hall RecycleMania Competition), and Trash to Treasure Move-out Sale.


MOVE OUT: Trash to Treasure Sale
2014 marks the 6th year Mount Union has conducted ""Trash to Treasure"", a move-out donation and sale that benefits the United Way of Greater Stark County. On average every year, about $1,000 is donated from items students donate to the sale during move out time.

GAME DAY CHALLENGE
Mount Union is a participant in RecycleMania, an international waste minimization and recycling competition and Game Day Challenge Football, a national waste and recycling competition. 2014 marks the 7th consecutive year Mount Union has been a participant in RecycleMania and has participated in Game Day Challenge for at least 2 years.

RECYCLEMANIA
""RecycleMania is a friendly competition and benchmarking tool for college and university recycling programs to promote waste reduction activities to their campus communities. Over an 8-week period each spring, colleges across the United States and Canada report the amount of recycling and trash collected each week and are in turn ranked in various categories based on who recycles the most on a per capita basis, as well as which schools have the best recycling rate as a percentage of total waste and which schools generate the least amount of combined trash and recycling.  With each week’s updated ranking, participating schools follow their performance against other colleges and use the results to rally their campus to reduce and recycle more.""-recyclemaniacs.org

""The GameDay Recycling Challenge is a friendly competition for colleges and universities to promote waste reduction at their football games. During the challenge, colleges and universities implement waste reduction programs during home football games. Schools track and report waste reductions and disposal data that is used to rank the schools.The competition is run by a partnership of the College and University Recycling Coalition (CURC), RecycleMania, Keep America Beautiful (KAB) and EPA’s WasteWise program.""-gamedaychallenge.org

In 2013-14 Mount Union conducted food waste audits of post-consumer food waste on Oct. 23, 2013, and a trayless post-consumer food waste audit in April 11, 2014.

University of Mount Union conducted a Food Waste Analysis. The EV 350Q Spring 2012 class conducted: A Case Study on Food Waste and Composting Options at the University of Mount Union. Part of the study included a week long waste audit of post-consumer food waste in our campus dining hall.
","The Regula Center for Public Service holds food drives thoughout the year. Other departments on campus hold periodic food drives that are donated to local charities, organizations including the Alliance Food Pantry. The Regula Center for Public Service also coordinates a Community-wide Thanksgiving Dinner with donations from the University of Mount Union staff, faculty and students, and local area businesses.The 2013-14 Community Thanksgiving Dinner served over 500 meals.",We do not have a food waste compost program.,We do not have a food waste compost program.,**,True,--,--,--,--,--,--,True,True,True,True,--,True,True,True,--,True,--,,--
University of Nebraska - Lincoln,2016-02-25,2016-02-25 15:44:59,pshrestha3@unl.edu,2.0,Pursuing,3236.0,3231.0,"In the last four years UNL has greatly expanded its recycling efforts in ways including larger staff, added recycling trucks, new weight stations, and expanded recycling in Memorial Stadium. 
UNL had its first successful Zero Waste event in the fall of 2013 and is continuing to reach out to the University Community with events such as Go Green for Big Red, Game day Recycling Challenge, RecycleMania, Focus Nebraska, and the Nebraska Sustainability Roundtable.  
",Donations of leftover food are made through FoodNet; a service in which individuals pick up food rather than having it delivered. Food donations come mainly from conferences held at the university.,There is no campus-wide composing program. ,There is no campus-wide composing program. ,**,True,True,--,--,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,--
University of Nebraska at Omaha,2016-02-19,2016-02-19 11:12:34,slburke@unomaha.edu,2.0,Pursuing,131.9,574.34,New cans have been purchased and distributed across campus for collecting recyclables and waste in the same location.  That and efforts to educate incoming students have created a culture where recycling is now an expectation and cultural norm.,,,,**,True,--,--,--,True,True,--,True,True,True,True,True,True,True,True,True,--,True,,--
University of New Hampshire,2016-03-25,2016-03-25 21:54:00,colleen.flaherty@unh.edu,2.0,Pursuing,778.737,1333.198,"As described in Dining Services (Tier 2 - 5 and 6), a major element to UNH's growing waste diversion rates is our strong composting program. UNH University Hospitality Services collects between 25,000 - 40,000 lbs. of pre-consumer and post-consumer food waste per month. All three dining halls plus Huddleston Hall process food waste for composting. 

UNH participates in RecyleMania each spring and through this effort encourages faculty, staff and students to waste less and recycle more.","UNH Dining donates excess packaged and canned goods to the local food bank and excess fresh foods and milk are donated between semesters to various non-profit organizations: http://www.unh.edu/dining/community/

UNH Trash-2-Treasure donates non-perishable food from the residence halls to local shelters during spring move-out days: http://www.sustainableunh.unh.edu/biodiv_ed/moveout.html","UNH University Hospitality Services collects between 25,000 - 40,000 lbs. of pre-consumer and post-consumer food waste per month. All UNH dining areas - Holloway Commons, Stillings, Philbrook, Huddleston, and the Memorial Union Building - have installed food-waste pulpers to pulverize food waste into very small pieces and to extract liquid. The result is a dry paste-like material that composts quickly due to increased surface area, thereby increasing the speed with which the food waste decomposes which eliminates the problem of odor. The University Hospitality Services staff load buckets of waste onto their compost truck and take them out to Kingman Farm for composting. 100% of UNH Dining Halls run pre-consumer food waste composting programs. The total amount of pre-consumer food waste composted material is unknown, but combined with post-consumer food waste composted material totaled 92 tons in FY09.","UNH University Hospitality Services collects between 25,000 - 40,000 lbs. of pre-consumer and post-consumer food waste per month. All UNH dining - Holloway Commons, Stillings, Philbrook, Huddleston, and the Memorial Union Building have installed food-waste pulpers to pulverize food waste into very small pieces and to extract liquid. The result is a dry paste-like material that composts quickly due to increased surface area, thereby increasing the speed with which the food waste decomposes which eliminates the problem of odor. The University Hospitality Services staff load buckets of waste onto their compost truck and take them out to Kingman Farm for composting. 100% of UNH Dining Halls run pre-consumer food waste composting programs. The total amount of pre-consumer food waste composted material is unknown, but combined with post-consumer food waste composted material totaled 92 tons in FY09.",**,True,True,True,True,True,True,True,--,--,True,True,True,True,True,True,True,True,True,,"Data is for FY 15.  Included in ""diverted"" items are the items that go to Waste Management for single stream recycling, items composted, confidential records shredded and recycled by administrative offices, an average of 40 tons per year of items re-purposed through Trash to Treasure, and metal recycled by the Grounds department.
See www.sustainableunh.unh.edu/waste.

Other contacts: Brad Manning, Environmental Health and Safety; Bill Janelle, Facilities; UNH Trash 2 Treasure; Michael Durkin, USNH Purchasing & Contract Services"
University of North Carolina at Chapel Hill,2016-03-14,2016-03-14 14:57:58,cpshea@fac.unc.edu,2.0,Pursuing,4673.2,5656.2,"A comprehensive indoor and outdoor recycling and composting program captured 45% of campus discards in FY2015. Paper, the largest component of the office waste stream, no longer needs to be separated by type (mixed paper bin). Lab plastics, such as pipette tip boxes, can be recycled in bottle and can receptacles. Collection infrastructure is also in place for cardboard and, most recently, for #2 and #5 plastic tubs. ","During the academic year, UNC donates an average of 200 pounds of prepared food to the Inter-Faith Council on a weekly basis. The Inter-Faith Council is a non-proﬁt organization that provides food and housing to the homeless in the area. 
",Pre-consumer food waste from UNC dining halls and catering is picked up regularly by the Office of Waste Reduction and Recycling (OWRR) and Brooks Contractors. The pre- and post-consumer food waste is turned into a nutrient-rich soil amendment at Brooks Contractors' Goldston processing facility. ,"Food waste from UNC dining halls, catering, and several high volume Green Events venues, including the School of Government, the Botanical Garden, and the FedEx Global Education Center, is picked up regularly by OWRR and Brooks Contractors. The pre- and post-consumer food waste is turned into a nutrient-rich soil amendment at Brooks Contractors' Goldston processing facility. 

Carolina Dining services collects food scraps for composting from both dining halls, the Beach Cafe, Alpine Bagel Cafe, Wendy's, the Friday Center, and select Carolina Catering events. Food waste and paper products are separated and stored in 65-gallon carts located throughout the food preparation and dishwashing areas, or on the loading dock. The material is collected six times a week and is composted at a facility in Goldston, NC.

Since 2012, front-of-house composting has been available in front of Freshens, located on Lenoir Mainstreet. Carolina Compost program is now available in select residence halls, and plans to distribute bins more broadly this year. 

A new residential hall composting program was piloted in FY 14 with successful results. The program will be expanded and continuously monitored.

All yard waste is mulched or composted. ",**,True,True,--,True,True,True,--,True,True,True,True,True,True,True,True,True,True,True,"Construction and demolition materials, concrete and block, auto oil filters, auto coolant, auto batteries, mattress bags, bulk solvent, carpet, other e-waste. ","White goods are included in recycling program, but not tracked separately. "
"University of North Carolina, Greensboro",2016-01-26,2016-01-26 15:33:20,cgcarwei@uncg.edu,2.0,Pursuing,939.05,1251.78,"1. UNCG has participated in Recyclemania since 2012 to further encourage recycling on campus.
2. Special programs are presented to Housekeeping staff annually to educate housekeepers about recycling protocols.
3. Special presentations are also made throughout the year to a variety of classes ranging from Biology to Education to Economics. Students are educated on how to recycle properly and about recycling efforts at UNCG.
4. Move-in recyclable collection around the residence halls helps resident students become familiar with recycling infrastructure on campus.
5. Residence hall rooms are equipped with a reusable recycling bag/bin that lists UNCG's commingled recycling program guidelines and contact information for OWRR.
6. ""Landfill on the Lawn"" is an educational event that occurs once every semester. This hands-on event puts the campus community face to face with its waste and measures how well trash and recycling dumpsters are utilized at representative residence halls.
7. A campus-wide ""Shred-a-Thon"" is held every June to assist office staff in recycling sensitive paper documents securely.
8. ""Cram and Scram"" is the UNCG waste reduction move-out program. This event focuses on end-of-academic year wastes and how to reuse them - students place unwanted items in bins for collection; these items are then sorted and sold at a public event to raise money for environmental education. 
9. Two ""Big Belly"" solar recycling bin and trash compactor stations were added on campus in 2010.","Excess food is donated to the Urban Ministry of Greensboro, NC, an ecumenical outreach agency that provides crisis intervention and emergency services in part by providing the basics of food and shelter. The Ministry also helps individuals and families break the cycles of poverty, hunger, addiction, and homelessness. Its work is supported by more than 200 congregations.","For the last three years, UNCG Dining Services has contracted with Brooks Contractor Composting Service (http://www.brookscontractor.com/) to haul food waste and other compostables from the Dining Hall and Catering Operations on campus to their facility in Goldston, NC. The Dining Services staff collects pre-consumer food waste from kitchen preparation areas; this and post-consumer waste are placed in a specially marked compost dumpster located behind the Dining Hall. Brooks services the dumpster three days a week. Total material composted averaged 16 tons per month in 2013-14.","In February of 2011, UNCG Dining Services hired Brooks Contractor Composting Service (http://www.brookscontractor.com/) to haul post-consumer food waste from its Dining Hall and Catering Operations. All compostable materials are collected at the ""back of the house"" by UNCG Dining Services staff. UNCG's Catering Services group provides additional food and material waste pickups at events utilizing compostable service ware and takes these wastes to the specially marked compost dumpster at the Dining Hall. All disposable service products used for catering functions are 100% compostable. These include paper fiber plates, starch cold cups, paper hot cups, starch knife, fork, spoon, wood stirrers, paper napkins & starch straws.

The food waste and compostable serviceware are placed into the industrial-scale windrow compost operation that Brooks has established. Their operation allows disposable compostable wastes (PLA plastic utensils, paper plates, paper cups) to be fully utilized. Food scraps and disposables from catering are added to the main dining compost stream which is picked up by the commercial compost hauler.",**,True,True,--,True,True,True,--,True,True,True,True,--,True,True,True,True,True,True,,"Information compiled and provided by Ben Kunka, OWRR Manager.
Waste and recycling data are for 2013-14..

Please see the Office of Waste Reduction and Recycling website:
http://facrecycling.uncg.edu/"
"University of North Carolina, Wilmington",2016-02-29,2016-02-29 14:29:33,pohlmank@uncw.edu,2.0,Pursuing,365.909,3193.48,"UNCW collects source separated recyclables from each building and in many outside locations on campus and maintains a recycling depot where large amounts may be dropped off. There is an e-cycling program for electronics and batteries as well as light bulbs are collected by EH&S. UNCW has participated in RecycleMania for years, often placing first in the CAA. In the last three years, UNCW has:
 upgraded it's depot, 
bought bailers capable of crushing bottles with lids, 
purchased a dehydrator for soil amendment, 
started diverting pre-consumer food wast from the main dining hall, 
completely eliminated plastic bags on campus (except where required by franchise)
eliminated plastic bottles from move-in an replaced them with reusable bottles and refilling stations
started zero-waste events
",,"In 2015, UNCW started sending pre-consumer organics from the main dining hall, Wagoner, to a composting facility. Also, one of the smaller dining halls has been equipped with a dehydrator for pre-consumer organics. ",,**,True,--,--,--,--,--,--,True,True,--,--,--,--,--,True,--,--,--,,"Materials disposed in the landfill is based off of a calculation from what UNCW was charged and price/ton. UNCW does not have a method of weighing trucks before and after they pick up waste.

Materials diverted does not contain surplused items. While these are inventoried, they are not weighed. "
University of Oregon,2016-03-23,2016-03-23 11:02:02,smital@uoregon.edu,2.0,Pursuing,1995.67,1379.67,"In 2012, the Program was re-branded as the Zero Waste Program signaling that the Program's move to include composting and greatly increase recycling rates..  Additionally, in 2014, the program designed and implemented a zero waste system and program pilot in several buildings  Now the campus construction standards pave the way for full implementation of a zero waste campus with central stations and in-office collection.  With these efforts the recovery rate continues to increase. It's currently at  59%.    Additionally, the program created and published a Zero Waste Campus Toolkit that is being shared world wide:http://zerowaste.uoregon.edu/PDFdocuments/ZeroWasteToolkit_printversion.pdf                  The program also designed a refill water station for events that is being employed at campus events.                    ",Food that is cooked and not served is sent to the local food bank.,All food service areas have composting in all the kitchens for pre-consumer food waste.,"Post consumer food and compostable collections are located in all campus food service locations, in all zero waste buildings (there are several and through campus construction standards, more buildings are being added to this system), through a zero waste events service and a voluntary desk side composting program which has users from 20 buildings currently participating.",**,True,True,--,True,True,True,--,True,True,True,True,True,True,True,True,True,True,True,"Ewaste, woodwaste, shrink wrap, mattresses, styrofoam, yardwaste, MRF dropboxes (25-40% recovery), oil filers, tires, styrofoam, CD's,transparencies, mailing envelopes, books, confidential materials","Does the institution include plant material composting in its waste diversion efforts?: Yes, all campus organic yard waste is composted on site, processed and re-applied on campus reducing soil amendment and pesticide use."
University of Pittsburgh,2016-03-24,2016-03-24 12:58:59,lwzfm1@pitt.edu,2.0,Pursuing,1402.88,2152.0,"The University has a comprehensive recycling program and tracks recycling and waste data for many commodities.  The University also has a Surplus Property facility which accepts used furniture and equipment for repurposing for other University departments, sale to the public, or donation to local repurposing organizations. The University is participating for the 8th straight year in the national RecycleMania competition, and has historically done very well when compared to similar institutions.  ","The University's food services provider does not donate leftover food, but allows students to donate a portion of their unused meal plan dollars to charity.  For the past 20 years, the University has held an annual ""Pitt Partnership for Food"" drive that collects nonperishable items from members of the University community for donation to the Greater Pittsburgh Community Food Bank.  A recent addition to this program is the ""Pitt's People for Pets"" program that collects pet food for needy families.  The Pitt Student Government Board decided to establish a student Fall Food Drive as a companion program to the spring Faculty/Staff food drive with very promising results.
Pitt also has a student- run ""Plant to Plate"" community garden that donates fresh produce to the Oakland Food Pantry.  

The University is also part of a regional organization called the Southwestern Pennsylvania Food Security Partnership. The objective of this organization is to develop strategies to implement a comprehensive plan across a 12 county region to close the hunger gap in this region.

A recent addition is the ""Pitt Pantry"".  Organized through ""PittServes"", the Pitt Pantry is committed to ensuring that all students have regular access to healthy food options.  In partnership with the Bellefield Presbyterian Church (within campus boundaries), Pitt students experiencing food insecurity can visit the Pitt Pantry to select items of need.   The Pitt Pantry was created with the generous support of University of Pittsburgh Housing, Sodexo, and donations from the University staff and members of the greater Pittsburgh community.  http://www.studentaffairs.pitt.edu/pittserves/pitt-pantry-project

In 2015, student volunteers from the service group Food Recovery Heroes (a local chapter of the Food Recovery Network) began surplus food recovery in Market Central and the Oakland Bakery. The students recover on average 51 lbs of food each week and are planning to expand their recovery efforts across campus, working alongside Pitt’s Dining Services.

http://www.cgr.pitt.edu/community/fssc.html
http://www.cgr.pitt.edu/community/pdf/Pitt%20Partnership%20for%20Food.flyer%2003-24-2014-8x11-1.pdf","Pitt's Dining Services reduces the volume of pre- and post-consumer waste in its Market Central dining facility, which is the largest food service facility on campus.  With a commercial-grade pulper, extractor, and food digester, Market Central’s food waste has been decreased from over 900-750 pounds a day to roughly 350 gallons of waste (approximately a 75% reduction).  This system diverts hundreds of pounds of food waste from ending up in a landfill.  The system was originally purchased to turn food waste into organic compost, but the quality of the resulting compost has been found not to be ideal.  The University is investigating additional options for composting on campus. 

Pitt’s Dining Services also collects pre-consumer food waste from the Posvar Hall prep kitchen which produces a majority of the to-go sandwich, snacks, and other food products sold at campus cafes and convenience stores. This collected food waste is composted by AgRecycle in Wilkinsburg, PA.","Pitt's Dining Services reduces the volume of pre- and post-consumer waste in its Market Central dining facility, which is the largest food service facility on campus.  With a commercial-grade pulper, extractor, and food digester, Market Central’s food waste has been decreased from over 900-750 pounds a day to roughly 350 gallons of waste (approximately a 75% reduction).  This system diverts hundreds of pounds of food waste from ending up in a landfill.  The system was originally purchased to turn food waste into organic compost, but the quality of the resulting compost has been found not to be ideal.  The University is investigating additional options for composting on campus. ",**,True,True,True,True,True,True,--,True,True,True,True,True,True,True,True,True,True,True,"Construction and demolition recycling, corrugated cardboard, electronic equipment and devices, carpet.  The University also has a robust surplus property operation that collects used items from University departments and resells or donates the items to University departments, local organizations, and the public.  The program handles items including office furniture, lab equipment, musical instruments, computers, and even vehicles, diverting more than 3,500 items per year from the landfill.   ",--
University of Richmond,2016-02-17,2016-02-17 15:17:37,randreje@richmond.edu,2.0,Pursuing,420.86,1518.69,"The University of Richmond adopted mixed or single-stream recycling on campus in 2013. We participate in RecycleMania each year to encourage recycling and educate users on the appropriate bin. The University uses blue recycling bins and black, grey, or tan trash bins. Residents of the University Forest Apartment and Fraternity row have drop off locations to ensure that their trash and recycling end up in the correct bin. Items collected in the singe stream include the following: Empty aluminum/steel/tin cans; Empty glass bottles; Empty plastics #1-#7 (No polystyrene/styrofoam); All mixed paper (envelopes, copy paper, paper bags, chipboard, telephone books, junk mail, books, magazines, cardboard, newspaper, etc.); paperboard; cardboard; tin and bi-metallic containers (including aerosol cans).

The Green Office Program has multiple items related to recycling and reuse, as does the Green Room Program. Outreach events for both programs include a recycling overview. 

There is a culture of waste minimization in Facilities, IS, and Safety. Scrap metal, wood pallets, other wood materials, yard waste, tires, bulbs, batteries, carpet, food service grease, and electronic waste are all diverted from the landfill through assorted recycling and reuse programs. 

At the end of spring semester, the University hosts a giant yard sale to divert move-out waste from the landfill. The yard sale is open to the community at large and provides and opportunity for reuse, unsold items are donated.","Catering and Dining Services have a stated goal of booking no more than will be eaten, but this standard cannot always be met. Instances arise when our food service providers have leftover products. In such instances, they donate products to the Central Virginia Foodbank. In addition, produce and dairy that remains in the coolers at the end of a semester and have not reached their expiration dates are also donated to the Foodbank.

In 2015, a chapter of the Food Recovery Network was established. The group collects excess food from events on campus and then works with local partner agencies in the city of Richmond to take the food and use it to feed the hungry and homeless.","Pre-consumer liquid and solid food waste is processed using a pulper which grinds and then reduces the volume of waste. The end product is transported to the Department of Corrections Environmental Services Unit at Meadow Farm for composting. Total food product that went to composting for 2015 was 41,015 pounds.  ",We are exploring post-consumer food waste with local compost haulers. A pilot to reduce paper towel waste is scheduled for winter 2016. A pilot to capture post-consumer food waste is scheduled for May 2016. ,**,True,True,--,True,True,--,--,True,True,True,True,True,True,True,True,True,True,True,,--
University of South Carolina,2016-02-29,2016-02-29 17:11:42,KOPPAN@mailbox.sc.edu,2.0,Pursuing,1021.0,4418.0,"USC Environmental Services has made many infrastructure investments in the last 3 years to improve diversion. Grant funding allowed us to add comprehensive recycling to the Greek Village and to purchase bins for special events. The University has continued to add recycling bins to Athletic venues improving recycling at Williams Brice Stadium (football) every year since 2011. In several buildings we have upgraded collection to single stream with daily pickup which was shown to reduce recyclables in the garbage at the main campus library by half. We have focused on office moves and cleanouts to divert recyclables, new, and reusable materials from the landfill and implemented a ""zero waste bin"" program to capture many of these items that would otherwise be thrown away during a move. We continue peer education programs such as the Sustainable Carolina Zero Waste team and the University EcoReps to help educate the campus population on waste reduction and recycling issues.","Second Servings: The food donation program pairs on-campus restaurants with small shelters around the Midlands area of South Carolina, offering leftover food three days a week.",Pre-Consumer food waste is captured in the main dining hall kitchens and composted on campus.,We continue to explore our options for implementing a comprehensive composting program for campus.,**,True,True,--,--,True,True,--,True,True,True,True,--,True,True,True,True,True,True,,--
University of South Florida,2016-02-26,2016-02-26 13:29:38,sustainability@usf.edu,2.0,Pursuing,817.0,2315.0,"The University of South Florida has had an active recycling program since 1994 and currently recycles the following items: Mixed paper (office, newspaper, magazines, cardboard), Aluminum cans, Glass and plastics, Mixed metals, Yard debris, tree limbs and wooden waste, Fluorescent bulbs and fixture ballasts, Electronic equipment. In conjunction with the City of Tampa, USF operates a Community Recycling Site located on USF Sycamore Drive. USF has distributed about 2,000 office-size recycling bins around campus for paper. There are large 64 gallon containers on most floors of buildings for paper recycling. USF has distributed about 350 mixed recycling bins around campus for aluminum, glass and plastic. USF has won multiple awards since the program began in 1994. Specific recycling data is tracked and made available to student groups for promoting recycling competitions across campus. USF operates two dedicated trucks to pick up and transport recyclables. USF work with several local recycling partners for cost-competitiveness.

Revenues generated are used to fund the recycle program Recyclables for FY 2012/2013 included:
• Mixed Paper:                                         326 tons
• Plastic, Glass, & Aluminum:                   31 tons
• Metals:                                                    72 tons
• Landscape & Construction Debris:       436 tons
• Other Recyclables (Bulbs, Tires, etc.):     7 tons
Please see: http://www.pplant.usf.edu/pdf/USFPPlantRecyclingPresentation.pdf","Student groups on campus coordinate food donation programs throughout the year with Metropolitan Minitries, http://www.metromin.org.",The institute used to have a pre-consumer food waste composting. Currently this program is discontinued and may be reinitiated at a later time.,"Post-comsumer food waste is composted by the residents of the Green Living and Learning Community in the Maple B residence hall.  The LLC has a multilayered canister of worms that are feed weekly shredded paper and some food scraps.  Compost is used for butterfly gated outside residence halls. Two years ago the LLC had an instructional DVD with a tutorial.

",**,True,--,--,True,True,True,--,True,True,True,True,True,True,True,True,True,True,True,"Specialty Laboratory chemicals: HITS (Hazardous Inventory Tracking System) is a web-based chemical inventory system that assists USF laboratories with the reduction of chemical waste through inventory control. Laboratories can order the chemicals they need and avoid duplication of purchases by first consulting their on-hand inventory.
http://www.usf.edu/administrative-services/environmental-health-safety/hits/",--
